numero_trame,temps_debut_s,temps_fin_s,duree_us,mac,rssi_dbm,canal,longueur_payload_octets,type_pdu,phy
142,1783972665.912827015,1783972665.913090944,264.000,inconnue,-89,37,23,0x07,LE 1M
143,1783972665.958332062,1783972665.958611965,280.000,60:17:27:94:50:d3,-72,38,25,0x00,LE 1M
144,1783972665.995126009,1783972665.995405912,280.000,60:17:27:94:50:d3,-77,39,25,0x00,LE 1M
145,1783972666.037775040,1783972666.038135052,360.000,67:6d:ea:60:e2:68,-55,37,35,0x00,LE 1M
146,1783972666.069525003,1783972666.069885015,360.000,67:6d:ea:60:e2:68,-53,38,35,0x00,LE 1M
147,1783972666.111829996,1783972666.112190008,360.000,67:6d:ea:60:e2:68,-57,39,35,0x00,LE 1M
148,1783972666.149005890,1783972666.149141788,136.000,inconnue,-92,37,7,0x07,LE 1M
149,1783972666.175966024,1783972666.176326036,360.000,67:6d:ea:60:e2:68,-53,38,35,0x00,LE 1M
150,1783972666.233752012,1783972666.234112024,360.000,67:6d:ea:60:e2:68,-57,39,35,0x00,LE 1M
151,1783972666.265419006,1783972666.265794992,376.000,63:5f:b7:17:87:ce,-92,37,37,0x02,LE 1M
152,1783972666.292243958,1783972666.292523861,280.000,60:17:27:94:50:d3,-72,38,25,0x00,LE 1M
153,1783972666.318743944,1783972666.319023848,280.000,60:17:27:94:50:d3,-78,39,25,0x00,LE 1M
154,1783972666.333731890,1783972666.333867788,136.000,e4:00:26:4c:20:89,-92,37,7,0x07,LE 1M
155,1783972666.397119999,1783972666.397383928,264.000,55:ed:55:86:38:dc,-75,38,23,0x02,LE 1M
156,1783972666.413372040,1783972666.413563967,192.000,c7:e9:61:8c:2d:db,-77,39,14,0x02,LE 1M
157,1783972666.444844961,1783972666.445116997,272.000,56:a2:ac:66:30:3d,-94,37,24,0x00,LE 1M
158,1783972666.492346048,1783972666.492706060,360.000,67:6d:ea:60:e2:68,-53,38,35,0x00,LE 1M
159,1783972666.503634930,1783972666.503994942,360.000,67:6d:ea:60:e2:68,-57,39,35,0x00,LE 1M
160,1783972666.530710936,1783972666.530990839,280.000,60:17:27:94:50:d1,-79,37,25,0x00,LE 1M
161,1783972666.562345982,1783972666.562658072,312.000,60:17:27:94:50:d3,-74,38,29,0x00,LE 1M
162,1783972666.584201097,1783972666.584481001,280.000,60:17:27:94:50:d3,-77,39,25,0x00,LE 1M
163,1783972666.610898018,1783972666.611226082,328.000,7e:31:37:b5:3d:3f,-95,37,31,0x00,LE 1M
164,1783972666.637830019,1783972666.638190031,360.000,67:6d:ea:60:e2:68,-53,38,35,0x00,LE 1M
165,1783972666.669496059,1783972666.669856071,360.000,67:6d:ea:60:e2:68,-57,39,35,0x00,LE 1M
166,1783972666.696013927,1783972666.696293831,280.000,63:f0:a4:5a:38:5b,-91,37,25,0x00,LE 1M
167,1783972666.733660936,1783972666.734020948,360.000,67:6d:ea:60:e2:68,-53,38,35,0x00,LE 1M
168,1783972666.750142097,1783972666.750502110,360.000,67:6d:ea:60:e2:68,-56,39,35,0x00,LE 1M
169,1783972666.781569004,1783972666.781744957,176.000,77:f3:51:e5:de:c8,-45,37,12,0x03,LE 1M
170,1783972666.839783907,1783972666.840143919,360.000,67:6d:ea:60:e2:68,-53,38,35,0x00,LE 1M
171,1783972666.861195087,1783972666.861555099,360.000,67:6d:ea:60:e2:68,-57,39,35,0x00,LE 1M
172,1783972666.892672062,1783972666.892848015,176.000,4b:cf:57:97:ae:26,-45,37,12,0x03,LE 1M
173,1783972666.965616941,1783972666.965976954,360.000,67:6d:ea:60:e2:68,-53,38,35,0x00,LE 1M
174,1783972666.987087965,1783972666.987447977,360.000,67:6d:ea:60:e2:68,-56,39,35,0x00,LE 1M
175,1783972667.049765110,1783972667.049901009,136.000,inconnue,-93,37,7,0x07,LE 1M
176,1783972667.087009907,1783972667.087289810,280.000,60:17:27:94:50:d3,-73,38,25,0x00,LE 1M
177,1783972667.119489908,1783972667.119769812,280.000,60:17:27:94:50:d3,-77,39,25,0x00,LE 1M
178,1783972667.146100044,1783972667.146460056,360.000,67:6d:ea:60:e2:68,-55,37,35,0x00,LE 1M
179,1783972667.172708035,1783972667.173068047,360.000,67:6d:ea:60:e2:68,-53,38,35,0x00,LE 1M
180,1783972667.199376106,1783972667.199736118,360.000,67:6d:ea:60:e2:68,-57,39,35,0x00,LE 1M
181,1783972667.237478018,1783972667.237854004,376.000,13:5f:b6:17:87:ee,-93,37,37,0x02,LE 1M
182,1783972667.248621941,1783972667.248901844,280.000,inconnue,-82,38,25,0x0c,LE 1M
183,1783972667.275423050,1783972667.275702953,280.000,63:f0:a4:5a:38:5b,-90,39,25,0x00,LE 1M
184,1783972667.318010092,1783972667.318370104,360.000,67:6d:ea:60:e2:68,-55,37,35,0x00,LE 1M
185,1783972667.339420080,1783972667.339780092,360.000,67:6d:ea:60:e2:68,-53,38,35,0x00,LE 1M
186,1783972667.371197939,1783972667.371557951,360.000,67:6d:ea:60:e2:68,-56,39,35,0x00,LE 1M
187,1783972667.398500919,1783972667.398780823,280.000,60:17:27:94:50:d3,-79,37,25,0x00,LE 1M
188,1783972667.424849987,1783972667.425129890,280.000,60:17:27:94:50:d3,-74,38,25,0x00,LE 1M
189,1783972667.456408978,1783972667.456688881,280.000,60:17:27:94:50:d3,-77,39,25,0x00,LE 1M
190,1783972667.498759985,1783972667.499119997,360.000,67:6d:ea:60:e2:68,-55,37,35,0x00,LE 1M
191,1783972667.525413990,1783972667.525774002,360.000,67:6d:ea:60:e2:68,-53,38,35,0x00,LE 1M
192,1783972667.551979065,1783972667.552339077,360.000,67:6d:ea:60:e2:68,-56,39,35,0x00,LE 1M
193,1783972667.584592104,1783972667.584952116,360.000,67:6d:ea:60:e2:68,-55,37,35,0x00,LE 1M
194,1783972667.616616011,1783972667.616895914,280.000,60:17:27:94:50:d3,-73,38,25,0x00,LE 1M
195,1783972667.638108969,1783972667.638388872,280.000,60:17:27:94:50:d3,-77,39,25,0x00,LE 1M
196,1783972667.670289040,1783972667.670649052,360.000,67:6d:ea:60:e2:68,-55,37,35,0x00,LE 1M
197,1783972667.702079058,1783972667.702439070,360.000,67:6d:ea:60:e2:68,-53,38,35,0x00,LE 1M
198,1783972667.728703022,1783972667.729063034,360.000,67:6d:ea:60:e2:68,-56,39,35,0x00,LE 1M
199,1783972667.750031948,1783972667.750311852,280.000,63:f3:24:5a:38:5b,-89,37,25,0x00,LE 1M
200,1783972667.787750959,1783972667.788110971,360.000,67:6d:ea:60:e2:68,-53,38,35,0x00,LE 1M
201,1783972667.814213991,1783972667.814574003,360.000,67:6d:ea:60:e2:68,-56,39,35,0x00,LE 1M
202,1783972667.856674910,1783972667.856954813,280.000,60:17:27:94:50:d3,-79,37,25,0x00,LE 1M
203,1783972667.872808933,1783972667.873088837,280.000,60:17:27:94:50:d3,-72,38,25,0x00,LE 1M
204,1783972667.894256115,1783972667.894536018,280.000,60:17:27:94:50:d3,-77,39,25,0x00,LE 1M
205,1783972667.936738968,1783972667.937098980,360.000,67:6d:ea:60:e2:68,-55,37,35,0x00,LE 1M
206,1783972667.963501930,1783972667.963861942,360.000,67:6d:ea:60:e2:68,-53,38,35,0x00,LE 1M
207,1783972667.995254040,1783972667.995614052,360.000,67:6d:ea:60:e2:68,-56,39,35,0x00,LE 1M
208,1783972668.053833008,1783972668.054193020,360.000,67:6d:ea:60:e2:68,-55,37,35,0x00,LE 1M
209,1783972668.075361013,1783972668.075721025,360.000,67:6d:ea:60:e2:68,-53,38,35,0x00,LE 1M
210,1783972668.102118015,1783972668.102478027,360.000,67:6d:ea:60:e2:68,-56,39,35,0x00,LE 1M
211,1783972668.129133940,1783972668.129413843,280.000,60:17:27:94:50:d3,-79,37,25,0x00,LE 1M
212,1783972668.160620928,1783972668.160900831,280.000,60:17:26:94:50:d3,-74,38,25,0x00,LE 1M
213,1783972668.192135096,1783972668.192414999,280.000,60:17:27:94:50:d3,-77,39,25,0x00,LE 1M
214,1783972668.229300022,1783972668.229660034,360.000,67:6d:ea:60:e2:68,-55,37,35,0x00,LE 1M
215,1783972668.261020899,1783972668.261380911,360.000,67:6d:ea:60:e2:68,-53,38,35,0x00,LE 1M
216,1783972668.287523985,1783972668.287883997,360.000,67:6d:ea:60:e2:68,-56,39,35,0x00,LE 1M
217,1783972668.319710016,1783972668.319989920,280.000,0c:0a:02:1a:01:02,-92,37,25,0x03,LE 1M
218,1783972668.341087103,1783972668.341447115,360.000,67:6d:ea:60:e2:68,-53,38,35,0x00,LE 1M
219,1783972668.388359070,1783972668.388719082,360.000,67:6d:ea:60:e2:68,-56,39,35,0x00,LE 1M
220,1783972668.420387030,1783972668.420650959,264.000,55:ed:d5:86:38:dc,-78,37,23,0x02,LE 1M
221,1783972668.457329035,1783972668.457520962,192.000,c7:e9:61:8c:2d:db,-73,38,14,0x02,LE 1M
222,1783972668.489293098,1783972668.489565134,272.000,77:f3:51:e5:de:c8,-94,39,24,0x00,LE 1M
223,1783972668.526150942,1783972668.526510954,360.000,67:6d:ea:60:e2:68,-55,37,35,0x00,LE 1M
224,1783972668.557743073,1783972668.558103085,360.000,67:6d:ea:60:e2:68,-53,38,35,0x00,LE 1M
225,1783972668.584383011,1783972668.584743023,360.000,67:6d:ea:60:e2:68,-56,39,35,0x00,LE 1M
226,1783972668.627351046,1783972668.627711058,360.000,67:6d:ea:60:e2:68,-55,37,35,0x00,LE 1M
227,1783972668.648770094,1783972668.649130106,360.000,67:6d:ea:60:e2:68,-53,38,35,0x00,LE 1M
228,1783972668.670221090,1783972668.670581102,360.000,67:6d:ea:60:e2:68,-56,39,35,0x00,LE 1M
229,1783972668.707398891,1783972668.707678795,280.000,60:17:27:94:50:d3,-79,37,25,0x00,LE 1M
230,1783972668.744261980,1783972668.744541883,280.000,60:17:27:94:50:d3,-74,38,25,0x00,LE 1M
231,1783972668.770632029,1783972668.770911932,280.000,60:17:27:94:50:d3,-77,39,25,0x00,LE 1M
232,1783972668.797342062,1783972668.797533989,192.000,f8:df:e0:8a:21:a7,-94,37,14,0x02,LE 1M
233,1783972668.823946953,1783972668.824306965,360.000,67:6d:ea:60:e2:68,-53,38,35,0x00,LE 1M
234,1783972668.855720043,1783972668.856080055,360.000,67:6d:ea:60:e2:68,-56,39,35,0x00,LE 1M
235,1783972668.898189068,1783972668.898565054,376.000,03:5f:b6:17:87:ce,-91,37,37,0x02,LE 1M
236,1783972668.935507059,1783972668.935867071,360.000,67:6d:ea:60:e2:68,-53,38,35,0x00,LE 1M
237,1783972668.972323895,1783972668.972683907,360.000,67:6d:ea:60:e2:68,-57,39,35,0x00,LE 1M
238,1783972669.004539967,1783972669.004819870,280.000,60:17:27:94:50:d3,-78,37,25,0x00,LE 1M
239,1783972669.041636944,1783972669.041916847,280.000,60:17:27:94:50:d3,-75,38,25,0x00,LE 1M
240,1783972669.078439951,1783972669.078719854,280.000,60:17:27:94:50:d3,-77,39,25,0x00,LE 1M
241,1783972669.115801096,1783972669.116161108,360.000,67:6d:ea:60:e2:68,-54,37,35,0x00,LE 1M
242,1783972669.142482996,1783972669.142843008,360.000,67:6d:ea:60:e2:68,-53,38,35,0x00,LE 1M
243,1783972669.169040918,1783972669.169400930,360.000,67:6d:ea:60:e2:68,-57,39,35,0x00,LE 1M
244,1783972669.201039076,1783972669.201318979,280.000,63:f0:a4:5a:38:5b,-91,37,25,0x00,LE 1M
245,1783972669.233288050,1783972669.233648062,360.000,67:6d:ea:60:e2:68,-53,38,35,0x00,LE 1M
246,1783972669.254807949,1783972669.255167961,360.000,67:6d:ea:60:e2:68,-56,39,35,0x00,LE 1M
247,1783972669.287264109,1783972669.287544012,280.000,60:17:27:94:50:d3,-78,37,25,0x00,LE 1M
248,1783972669.314438105,1783972669.314798117,360.000,67:6d:ea:60:e2:68,-53,38,35,0x00,LE 1M
249,1783972669.346137047,1783972669.346497059,360.000,67:6d:ea:60:e2:68,-57,39,35,0x00,LE 1M
250,1783972669.378232002,1783972669.378511906,280.000,65:a4:5e:01:2f:4d,-91,37,25,0x00,LE 1M
251,1783972669.420850992,1783972669.421211004,360.000,67:6d:ea:60:e2:68,-53,38,35,0x00,LE 1M
