numero;timestamp_s;temps_relatif_s;mac;longueur_payload_octets;type_pdu;rssi_brut_dbm;rssi_calibre_dbm;offset_db;canal;duree_estimee_us;timestamp_fin_s;intervalle_ms;company_id;donnees_brutes;uuid_cible;major_cible;minor_cible
15;1784645824.735594988;2.029003;79:77:6a:2e:8d:1c;33;0x00;-62;-62.00;0.00;39;344.000;1784645824.735939026;44.097;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
16;1784645825.009708881;2.303117;79:77:6a:2e:8d:1c;33;0x00;-58;-58.00;0.00;38;344.000;1784645825.010052919;274.114;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
17;1784645825.011873960;2.305282;79:77:6a:2e:8d:1c;33;0x00;-61;-61.00;0.00;39;344.000;1784645825.012217999;2.165;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
18;1784645825.262558937;2.555967;79:77:6a:2e:8d:1c;33;0x00;-60;-60.00;0.00;39;344.000;1784645825.262902975;250.685;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
19;1784645825.590272903;2.883681;79:77:6a:2e:8d:1c;33;0x00;-56;-56.00;0.00;38;344.000;1784645825.590616941;327.714;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
20;1784645825.640867949;2.934276;79:77:6a:2e:8d:1c;33;0x00;-58;-58.00;0.00;39;344.000;1784645825.641211987;50.595;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
21;1784645825.847814083;3.141222;79:77:6a:2e:8d:1c;33;0x00;-58;-58.00;0.00;38;344.000;1784645825.848158121;206.946;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
22;1784645825.885245085;3.178653;79:77:6a:2e:8d:1c;33;0x00;-58;-58.00;0.00;39;344.000;1784645825.885589123;37.431;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
23;1784645826.139672041;3.433080;79:77:6a:2e:8d:1c;33;0x00;-60;-60.00;0.00;39;344.000;1784645826.140016079;254.427;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
24;1784645826.418931007;3.712339;79:77:6a:2e:8d:1c;33;0x00;-59;-59.00;0.00;38;344.000;1784645826.419275045;279.259;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
25;1784645826.440335989;3.733744;79:77:6a:2e:8d:1c;33;0x00;-60;-60.00;0.00;39;344.000;1784645826.440680027;21.405;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
26;1784645826.710429907;4.003838;79:77:6a:2e:8d:1c;33;0x00;-59;-59.00;0.00;38;344.000;1784645826.710773945;270.094;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
27;1784645826.712250948;4.005659;79:77:6a:2e:8d:1c;33;0x00;-60;-60.00;0.00;39;344.000;1784645826.712594986;1.821;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
28;1784645826.989254951;4.282663;79:77:6a:2e:8d:1c;33;0x00;-60;-60.00;0.00;38;344.000;1784645826.989598989;277.004;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
29;1784645827.022802114;4.316210;79:77:6a:2e:8d:1c;33;0x00;-60;-60.00;0.00;39;344.000;1784645827.023146152;33.547;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
30;1784645827.302014112;4.595422;79:77:6a:2e:8d:1c;33;0x00;-60;-60.00;0.00;38;344.000;1784645827.302358150;279.212;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
31;1784645827.334888935;4.628297;79:77:6a:2e:8d:1c;33;0x00;-62;-62.00;0.00;39;344.000;1784645827.335232973;32.875;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
32;1784645827.559382915;4.852791;79:77:6a:2e:8d:1c;33;0x00;-60;-60.00;0.00;38;344.000;1784645827.559726954;224.494;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
33;1784645827.592791080;4.886199;79:77:6a:2e:8d:1c;33;0x00;-62;-62.00;0.00;39;344.000;1784645827.593135118;33.408;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
34;1784645827.870845079;5.164253;79:77:6a:2e:8d:1c;33;0x00;-60;-60.00;0.00;38;344.000;1784645827.871189117;278.054;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
35;1784645827.877078056;5.170486;79:77:6a:2e:8d:1c;33;0x00;-62;-62.00;0.00;39;344.000;1784645827.877422094;6.233;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
36;1784645828.136838913;5.430247;79:77:6a:2e:8d:1c;33;0x00;-59;-59.00;0.00;37;344.000;1784645828.137182951;259.761;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
37;1784645828.180790901;5.474199;79:77:6a:2e:8d:1c;33;0x00;-60;-60.00;0.00;38;344.000;1784645828.181134939;43.952;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
38;1784645828.213494062;5.506902;79:77:6a:2e:8d:1c;33;0x00;-60;-60.00;0.00;39;344.000;1784645828.213838100;32.703;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
39;1784645828.402805090;5.696213;79:77:6a:2e:8d:1c;33;0x00;-59;-59.00;0.00;39;344.000;1784645828.403149128;189.311;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
40;1784645828.676487923;5.969896;79:77:6a:2e:8d:1c;33;0x00;-57;-57.00;0.00;37;344.000;1784645828.676831961;273.683;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
41;1784645828.696147919;5.989556;79:77:6a:2e:8d:1c;33;0x00;-58;-58.00;0.00;38;344.000;1784645828.696491957;19.660;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
42;1784645828.743845940;6.037254;79:77:6a:2e:8d:1c;33;0x00;-58;-58.00;0.00;39;344.000;1784645828.744189978;47.698;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
43;1784645828.994476080;6.287884;79:77:6a:2e:8d:1c;33;0x00;-58;-58.00;0.00;39;344.000;1784645828.994820118;250.630;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
44;1784645829.261837006;6.555245;79:77:6a:2e:8d:1c;33;0x00;-57;-57.00;0.00;38;344.000;1784645829.262181044;267.361;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
45;1784645829.300585032;6.593993;79:77:6a:2e:8d:1c;33;0x00;-59;-59.00;0.00;39;344.000;1784645829.300929070;38.748;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
46;1784645829.551249027;6.844657;79:77:6a:2e:8d:1c;33;0x00;-59;-59.00;0.00;39;344.000;1784645829.551593065;250.664;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
47;1784645829.839819908;7.133228;79:77:6a:2e:8d:1c;33;0x00;-58;-58.00;0.00;38;344.000;1784645829.840163946;288.571;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
48;1784645829.872637033;7.166045;79:77:6a:2e:8d:1c;33;0x00;-58;-58.00;0.00;39;344.000;1784645829.872981071;32.817;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
49;1784645830.115266085;7.408674;79:77:6a:2e:8d:1c;33;0x00;-58;-58.00;0.00;38;344.000;1784645830.115610123;242.629;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
50;1784645830.134351969;7.427760;79:77:6a:2e:8d:1c;33;0x00;-58;-58.00;0.00;39;344.000;1784645830.134696007;19.086;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
51;1784645830.403565884;7.696974;79:77:6a:2e:8d:1c;33;0x00;-56;-56.00;0.00;37;344.000;1784645830.403909922;269.214;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
52;1784645830.447375059;7.740783;79:77:6a:2e:8d:1c;33;0x00;-58;-58.00;0.00;38;344.000;1784645830.447719097;43.809;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
53;1784645830.480530977;7.773939;79:77:6a:2e:8d:1c;33;0x00;-58;-58.00;0.00;39;344.000;1784645830.480875015;33.156;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
54;1784645830.678560972;7.971969;79:77:6a:2e:8d:1c;33;0x00;-58;-58.00;0.00;38;344.000;1784645830.678905010;198.030;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
55;1784645830.716871023;8.010279;79:77:6a:2e:8d:1c;33;0x00;-58;-58.00;0.00;39;344.000;1784645830.717215061;38.310;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
56;1784645830.987653971;8.281062;79:77:6a:2e:8d:1c;33;0x00;-58;-58.00;0.00;38;344.000;1784645830.987998009;270.783;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
57;1784645831.019999981;8.313408;79:77:6a:2e:8d:1c;33;0x00;-58;-58.00;0.00;39;344.000;1784645831.020344019;32.346;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
58;1784645831.300318003;8.593726;79:77:6a:2e:8d:1c;33;0x00;-58;-58.00;0.00;38;344.000;1784645831.300662041;280.318;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
59;1784645831.333987951;8.627396;79:77:6a:2e:8d:1c;33;0x00;-59;-59.00;0.00;39;344.000;1784645831.334331989;33.670;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
60;1784645831.591006041;8.884414;79:77:6a:2e:8d:1c;33;0x00;-56;-56.00;0.00;39;344.000;1784645831.591350079;257.018;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
61;1784645831.819885015;9.113293;79:77:6a:2e:8d:1c;33;0x00;-57;-57.00;0.00;37;344.000;1784645831.820229053;228.879;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
62;1784645831.837455034;9.130863;79:77:6a:2e:8d:1c;33;0x00;-55;-55.00;0.00;38;344.000;1784645831.837799072;17.570;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
63;1784645831.854012966;9.147421;79:77:6a:2e:8d:1c;33;0x00;-61;-61.00;0.00;39;344.000;1784645831.854357004;16.558;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
64;1784645832.104630947;9.398039;79:77:6a:2e:8d:1c;33;0x00;-63;-63.00;0.00;38;344.000;1784645832.104974985;250.618;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
65;1784645832.112962008;9.406370;79:77:6a:2e:8d:1c;33;0x00;-62;-62.00;0.00;39;344.000;1784645832.113306046;8.331;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
66;1784645832.381145000;9.674553;79:77:6a:2e:8d:1c;33;0x00;-56;-56.00;0.00;38;344.000;1784645832.381489038;268.183;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
67;1784645832.385210991;9.678619;79:77:6a:2e:8d:1c;33;0x00;-54;-54.00;0.00;39;344.000;1784645832.385555029;4.066;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
68;1784645832.724472046;10.017880;79:77:6a:2e:8d:1c;33;0x00;-57;-57.00;0.00;39;344.000;1784645832.724816084;339.261;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
69;1784645832.966991901;10.260400;79:77:6a:2e:8d:1c;33;0x00;-58;-58.00;0.00;38;344.000;1784645832.967335939;242.520;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
70;1784645833.000969887;10.294378;79:77:6a:2e:8d:1c;33;0x00;-58;-58.00;0.00;39;344.000;1784645833.001313925;33.978;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
71;1784645833.270189047;10.563597;79:77:6a:2e:8d:1c;33;0x00;-57;-57.00;0.00;38;344.000;1784645833.270533085;269.219;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
72;1784645833.308923006;10.602331;79:77:6a:2e:8d:1c;33;0x00;-55;-55.00;0.00;39;344.000;1784645833.309267044;38.734;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
73;1784645833.545469999;10.838878;79:77:6a:2e:8d:1c;33;0x00;-56;-56.00;0.00;39;344.000;1784645833.545814037;236.547;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
74;1784645833.875411987;11.168820;79:77:6a:2e:8d:1c;33;0x00;-60;-60.00;0.00;37;344.000;1784645833.875756025;329.942;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
75;1784645833.904983997;11.198392;79:77:6a:2e:8d:1c;33;0x00;-59;-59.00;0.00;38;344.000;1784645833.905328035;29.572;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
76;1784645833.923091888;11.216500;79:77:6a:2e:8d:1c;33;0x00;-60;-60.00;0.00;39;344.000;1784645833.923435926;18.108;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
77;1784645834.098767996;11.392176;79:77:6a:2e:8d:1c;33;0x00;-58;-58.00;0.00;39;344.000;1784645834.099112034;175.676;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
78;1784645834.419399023;11.712807;79:77:6a:2e:8d:1c;33;0x00;-55;-55.00;0.00;39;344.000;1784645834.419743061;320.631;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
79;1784645834.697345972;11.990754;79:77:6a:2e:8d:1c;33;0x00;-55;-55.00;0.00;39;344.000;1784645834.697690010;277.947;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
80;1784645834.979058981;12.272467;79:77:6a:2e:8d:1c;33;0x00;-61;-61.00;0.00;38;344.000;1784645834.979403019;281.713;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
81;1784645834.999008894;12.292417;79:77:6a:2e:8d:1c;33;0x00;-56;-56.00;0.00;39;344.000;1784645834.999352932;19.950;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
82;1784645835.341727018;12.635135;79:77:6a:2e:8d:1c;33;0x00;-70;-70.00;0.00;37;344.000;1784645835.342071056;342.718;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
83;1784645835.380620956;12.674029;79:77:6a:2e:8d:1c;33;0x00;-62;-62.00;0.00;38;344.000;1784645835.380964994;38.894;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
84;1784645835.414212942;12.707621;79:77:6a:2e:8d:1c;33;0x00;-56;-56.00;0.00;39;344.000;1784645835.414556980;33.592;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
85;1784645835.627789021;12.921197;79:77:6a:2e:8d:1c;33;0x00;-61;-61.00;0.00;38;344.000;1784645835.628133059;213.576;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
86;1784645835.647555113;12.940963;79:77:6a:2e:8d:1c;33;0x00;-56;-56.00;0.00;39;344.000;1784645835.647899151;19.766;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
87;1784645835.836810112;13.130218;79:77:6a:2e:8d:1c;33;0x00;-68;-68.00;0.00;37;344.000;1784645835.837154150;189.255;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
88;1784645835.884468079;13.177876;79:77:6a:2e:8d:1c;33;0x00;-62;-62.00;0.00;38;344.000;1784645835.884812117;47.658;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
89;1784645835.916614056;13.210022;79:77:6a:2e:8d:1c;33;0x00;-56;-56.00;0.00;39;344.000;1784645835.916958094;32.146;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
90;1784645836.113820076;13.407228;79:77:6a:2e:8d:1c;33;0x00;-56;-56.00;0.00;39;344.000;1784645836.114164114;197.206;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
91;1784645836.422827005;13.716235;79:77:6a:2e:8d:1c;33;0x00;-68;-68.00;0.00;37;344.000;1784645836.423171043;309.007;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
92;1784645836.457593918;13.751002;79:77:6a:2e:8d:1c;33;0x00;-62;-62.00;0.00;38;344.000;1784645836.457937956;34.767;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
93;1784645836.481435061;13.774843;79:77:6a:2e:8d:1c;33;0x00;-56;-56.00;0.00;39;344.000;1784645836.481779099;23.841;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
94;1784645836.705837011;13.999245;79:77:6a:2e:8d:1c;33;0x00;-62;-62.00;0.00;38;344.000;1784645836.706181049;224.402;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
95;1784645836.745052099;14.038460;79:77:6a:2e:8d:1c;33;0x00;-56;-56.00;0.00;39;344.000;1784645836.745396137;39.215;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
96;1784645836.993454933;14.286863;79:77:6a:2e:8d:1c;33;0x00;-56;-56.00;0.00;39;344.000;1784645836.993798971;248.403;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
97;1784645837.303837061;14.597245;79:77:6a:2e:8d:1c;33;0x00;-62;-62.00;0.00;38;344.000;1784645837.304181099;310.382;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
98;1784645837.333576918;14.626985;79:77:6a:2e:8d:1c;33;0x00;-56;-56.00;0.00;39;344.000;1784645837.333920956;29.740;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
99;1784645837.561317921;14.854726;79:77:6a:2e:8d:1c;33;0x00;-70;-70.00;0.00;37;344.000;1784645837.561661959;227.741;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
100;1784645837.595180035;14.888588;79:77:6a:2e:8d:1c;33;0x00;-62;-62.00;0.00;38;344.000;1784645837.595524073;33.862;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
