device_id;temps_vert_s;temps_orange_s;temps_rouge_s;niveau_final;grandeur_surveillee;seuil_vert_orange;seuil_orange_rouge
Appareil_045;1020.1476094570007;0.0;0.0;VERT;RSSI;-70;-55
Appareil_046;0.0;1009.1117736300002;0.0;ORANGE;RSSI;-70;-55
Appareil_047;1004.5180504;0.0;0.0;VERT;RSSI;-70;-55
Appareil_048;999.9923481450005;0.0;0.0;VERT;RSSI;-70;-55
Appareil_049;991.0795753090006;0.0;0.0;VERT;RSSI;-70;-55
Appareil_050;990.944617823001;0.0;0.0;VERT;RSSI;-70;-55
Appareil_051;989.7810489529984;0.0;0.0;VERT;RSSI;-70;-55
Appareil_052;988.1599571669994;0.0;0.0;VERT;RSSI;-70;-55
Appareil_053;986.8093590169992;0.0;0.0;VERT;RSSI;-70;-55
Appareil_054;979.9799080409994;0.0;0.0;VERT;RSSI;-70;-55
Appareil_055;979.1866036720003;0.0;0.0;VERT;RSSI;-70;-55
Appareil_056;966.9079065299993;0.0;0.0;VERT;RSSI;-70;-55
Appareil_057;965.2924493169994;0.0;0.0;VERT;RSSI;-70;-55
Appareil_058;964.5121139210005;0.0;0.0;VERT;RSSI;-70;-55
Appareil_059;958.0787222380004;0.0;0.0;VERT;RSSI;-70;-55
Appareil_060;956.0538876859991;0.0;0.0;VERT;RSSI;-70;-55
Appareil_061;943.4281083119986;0.0;0.0;VERT;RSSI;-70;-55
Appareil_062;932.3916864549992;0.0;0.0;VERT;RSSI;-70;-55
Appareil_063;929.2330814460001;0.0;0.0;VERT;RSSI;-70;-55
Appareil_064;916.4933196250004;0.0;0.0;VERT;RSSI;-70;-55
Appareil_065;901.0486909339998;0.0;0.0;VERT;RSSI;-70;-55
Appareil_066;898.983089633999;0.0;0.0;VERT;RSSI;-70;-55
Appareil_067;896.4831763120001;0.0;0.0;VERT;RSSI;-70;-55
Appareil_068;893.5306302990011;0.0;0.0;VERT;RSSI;-70;-55
Appareil_069;893.3715548269993;0.0;0.0;VERT;RSSI;-70;-55
Appareil_070;890.4220481680004;0.0;0.0;VERT;RSSI;-70;-55
Appareil_071;882.281532938001;0.0;0.0;VERT;RSSI;-70;-55
Appareil_072;879.9065021400002;0.0;0.0;VERT;RSSI;-70;-55
Appareil_073;206.632645099;668.0138303679996;0.0;ORANGE;RSSI;-70;-55
Appareil_074;864.5172703059998;0.0;0.0;VERT;RSSI;-70;-55
Appareil_075;863.3338534939994;0.0;0.0;VERT;RSSI;-70;-55
Appareil_076;862.9722901420009;0.0;0.0;VERT;RSSI;-70;-55
Appareil_077;844.2520018180003;0.0;0.0;VERT;RSSI;-70;-55
Appareil_078;0.0;823.6858035670011;0.0;ORANGE;RSSI;-70;-55
Appareil_079;818.4863222509994;0.0;0.0;VERT;RSSI;-70;-55
Appareil_080;817.7211490509999;0.0;0.0;VERT;RSSI;-70;-55
Appareil_081;812.2535825640007;0.0;0.0;VERT;RSSI;-70;-55
Appareil_082;801.5972151180013;0.0;0.0;VERT;RSSI;-70;-55
Appareil_083;798.843582124;0.0;0.0;VERT;RSSI;-70;-55
Appareil_084;798.5766078610013;0.0;0.0;VERT;RSSI;-70;-55
Appareil_085;797.2925199440015;0.0;0.0;VERT;RSSI;-70;-55
Appareil_086;796.3383002969986;0.0;0.0;VERT;RSSI;-70;-55
Appareil_087;794.0359687670007;0.0;0.0;VERT;RSSI;-70;-55
Appareil_088;0.0;793.0788843449991;0.0;ORANGE;RSSI;-70;-55
Appareil_089;753.2182597660012;0.0;0.0;VERT;RSSI;-70;-55
Appareil_090;750.7980357729994;0.0;0.0;VERT;RSSI;-70;-55
Appareil_091;737.7981128220017;0.0;0.0;VERT;RSSI;-70;-55
Appareil_092;718.0220511579992;0.0;0.0;VERT;RSSI;-70;-55
Appareil_093;689.612826962999;0.0;0.0;VERT;RSSI;-70;-55
Appareil_094;637.7114154659994;0.0;0.0;VERT;RSSI;-70;-55
Appareil_095;623.6069365740004;0.0;0.0;VERT;RSSI;-70;-55
Appareil_096;617.4083111130003;0.0;0.0;VERT;RSSI;-70;-55
Appareil_097;612.7372506579995;0.0;0.0;VERT;RSSI;-70;-55
Appareil_098;604.0237942309996;0.0;0.0;VERT;RSSI;-70;-55
Appareil_099;599.2653983649998;0.0;0.0;VERT;RSSI;-70;-55
Appareil_100;569.273195755999;0.0;0.0;VERT;RSSI;-70;-55
Appareil_101;555.3522888749994;0.0;0.0;VERT;RSSI;-70;-55
Appareil_102;552.4358796630004;0.0;0.0;VERT;RSSI;-70;-55
Appareil_103;543.6532466239987;0.0;0.0;VERT;RSSI;-70;-55
Appareil_104;536.6345930320003;0.0;0.0;VERT;RSSI;-70;-55
Appareil_105;404.9827535200002;0.0;0.0;VERT;RSSI;-70;-55
Appareil_106;395.78483052699994;0.0;0.0;VERT;RSSI;-70;-55
Appareil_107;363.81442593800057;0.0;0.0;VERT;RSSI;-70;-55
Appareil_108;264.8082542330012;0.0;0.0;VERT;RSSI;-70;-55
Appareil_109;255.4815776939995;0.0;0.0;VERT;RSSI;-70;-55
Appareil_110;225.98534661399935;0.0;0.0;VERT;RSSI;-70;-55
Appareil_111;164.7595017349995;0.0;0.0;VERT;RSSI;-70;-55
Appareil_112;164.31279730200004;0.0;0.0;VERT;RSSI;-70;-55
Appareil_113;98.7626589800002;0.0;0.0;VERT;RSSI;-70;-55
Appareil_114;84.38125137699899;0.0;0.0;VERT;RSSI;-70;-55
Appareil_115;59.51934435200019;0.0;0.0;VERT;RSSI;-70;-55
