device_id;fabricant;type_detecte;confiance_detection;nom_local;adresse_mac;uuid_ibeacon;nombre_trames;rssi_recent_dbm;longueur_recente_octets;type_pdu_recent;canal_recent;derniere_detection_epoch
Appareil_051;Apple;Appareil Apple BLE;faible;;e9:b7:17:7f:a4:cf;;10;-90.0;14;ADV_NONCONN_IND;37;1784763011.211373
Appareil_052;Apple;Appareil Apple BLE;faible;;c3:a4:a0:7b:65:fc;;1;-82.0;33;ADV_IND;37;1784762885.103651
Appareil_053;Apple;Appareil Apple BLE;faible;;49:2d:cc:cd:4c:1d;;1;-87.0;20;ADV_IND;39;1784762885.4266
Appareil_054;Apple;Appareil Apple BLE;faible;;55:b1:c8:32:ed:be;;1;-84.0;24;ADV_IND;37;1784762887.051883
Appareil_055;Apple;Appareil Apple BLE;faible;;4f:25:cc:dd:4c:19;;1;-89.0;20;ADV_IND;39;1784762887.230958
Appareil_056;Apple;Appareil Apple BLE;faible;;4f:2d:cc:dd:4c:19;;2;-71.0;20;ADV_IND;38;1784763005.082468
Appareil_057;Apple;Appareil Apple BLE;faible;;76:35:75:41:2c:1a;;1;-89.0;25;ADV_IND;39;1784762890.456099
Appareil_058;Apple;Appareil Apple BLE;faible;;d3:c4:a0:7b:65:fc;;1;-82.0;35;ADV_IND;37;1784762890.683353
Appareil_059;Apple;Appareil Apple BLE;faible;;c0:2d:c5:9b:e2:af;;1;-72.0;33;ADV_IND;38;1784762892.007446
Appareil_060;Apple;Appareil Apple BLE;faible;;55:b2:c8:3e:ed:1e;;1;-84.0;26;ADV_IND;38;1784762892.343407
Appareil_061;Apple;Appareil Apple BLE;faible;;76:35:45:41:2a:1a;;1;-87.0;25;ADV_IND;37;1784762895.171743
Appareil_062;Apple;Appareil Apple BLE;faible;;55:b1:c8:22:ed:5e;;1;-84.0;24;ADV_IND;37;1784762897.141567
Appareil_063;Apple;Appareil Apple BLE;faible;;f3:25:fe:8d:e0:99;;1;-94.0;14;ADV_NONCONN_IND;37;1784762897.304233
Appareil_064;Apple;Appareil Apple BLE;faible;;70:7c:80:8b:92:72;;1;-90.0;24;ADV_IND;37;1784762898.918923
Appareil_065;Apple;Appareil Apple BLE;faible;;4f:2d:cd:dd:4c:1d;;1;-92.0;20;ADV_IND;39;1784762901.879842
Appareil_066;Apple;Appareil Apple BLE;faible;;4f:1d:ce:dd:4c:1d;;1;-79.0;20;ADV_IND;37;1784762902.266705
Appareil_067;Apple;Appareil Apple BLE;faible;;4f:2d:cc:d9:4c:1d;;1;-72.0;20;ADV_IND;38;1784762902.612995
Appareil_068;Apple;Appareil Apple BLE;faible;;76:35:74:41:2a:1a;;1;-86.0;25;ADV_IND;37;1784762903.171331
Appareil_069;Apple;Appareil Apple BLE;faible;;76:35:b5:41:2a:1a;;1;-90.0;25;ADV_IND;38;1784762903.187807
Appareil_070;Apple;Appareil Apple BLE;faible;;4f:2c:cc:dd:54:1c;;1;-76.0;20;ADV_IND;38;1784762903.697525
Appareil_071;Apple;Appareil Apple BLE;faible;;56:35:75:41:2a:1a;;2;-87.0;25;ADV_IND;37;1784762952.15762
Appareil_072;Apple;Appareil Apple BLE;faible;;76:35:73:41:2a:1a;;1;-89.0;25;ADV_IND;38;1784762905.650478
Appareil_073;Apple;Appareil Apple BLE;faible;;;;2;-70.0;44;INCONNU_8;38;1784762936.074562
Appareil_074;Apple;Appareil Apple BLE;faible;;ee:60:7b:98:38:de;;1;-84.0;14;ADV_NONCONN_IND;37;1784762907.32161
Appareil_075;Apple;Appareil Apple BLE;faible;;32:7c:80:9b:92:72;;1;-93.0;24;ADV_IND;37;1784762907.48279
Appareil_076;Apple;Appareil Apple BLE;faible;;76:34:75:41:2a:1a;;1;-89.0;25;ADV_IND;39;1784762907.545549
Appareil_077;Apple;Appareil Apple BLE;faible;;f4:39:7e:e8:f2:89;;1;-75.0;37;ADV_NONCONN_IND;38;1784762910.637022
Appareil_078;Apple;Appareil Apple BLE;faible;;4f:2d:dc:5b:4c:19;;1;-68.0;20;ADV_IND;38;1784762913.719483
Appareil_079;Apple;Appareil Apple BLE;faible;;76:35:75:41:28:1a;;1;-82.0;25;ADV_IND;37;1784762914.482251
Appareil_080;Apple;Appareil Apple BLE;faible;;4f:2d:c2:dd:4c:1d;;1;-81.0;20;ADV_IND;37;1784762914.588619
Appareil_081;Apple;Appareil Apple BLE;faible;;76:35:75:43:2a:1a;;2;-89.0;25;ADV_IND;37;1784763006.531485
Appareil_082;Apple;Appareil Apple BLE;faible;;55:b1:c8:32:ed:de;;1;-84.0;24;ADV_IND;37;1784762916.667048
Appareil_083;Apple;Appareil Apple BLE;faible;;55:b1:c8:32:eb:5e;;1;-85.0;24;ADV_IND;37;1784762917.007338
Appareil_084;Apple;Appareil Apple BLE;faible;;4f:2d:cc:dd:4e:1d;;1;-77.0;20;ADV_IND;38;1784762917.045216
Appareil_085;Apple;Appareil Apple BLE;faible;;ee:60:7b:98:18:c6;;1;-83.0;14;ADV_NONCONN_IND;37;1784762917.173311
Appareil_086;Apple;Appareil Apple BLE;faible;;4f:2d:8c:dd:4c:1d;;1;-91.0;20;ADV_IND;39;1784762917.327519
Appareil_087;Apple;Appareil Apple BLE;faible;;76:b5:75:41:24:1a;;1;-84.0;25;ADV_IND;37;1784762917.657042
Appareil_088;Apple;Appareil Apple BLE;faible;;68:00:48:f7:63:ab;;1;-70.0;34;ADV_IND;38;1784762917.770637
Appareil_089;Apple;Appareil Apple BLE;faible;;4f:29:cc:dd:4c:1d;;1;-78.0;20;ADV_IND;37;1784762922.810245
Appareil_090;Apple;Appareil Apple BLE;faible;;77:35:71:d5:2a:5a;;1;-84.0;31;ADV_IND;37;1784762923.135024
Appareil_091;Apple;Appareil Apple BLE;faible;;4f:2d:cc:dd:44:1d;;1;-80.0;20;ADV_IND;39;1784762924.791581
Appareil_092;Apple;Appareil Apple BLE;faible;;d3:a4:a0:7b:67:fc;;1;-83.0;33;ADV_IND;37;1784762927.344264
Appareil_093;Apple;Appareil Apple BLE;faible;;ee:60:7b:9a:38:c6;;1;-90.0;14;ADV_NONCONN_IND;39;1784762932.243025
Appareil_094;Apple;Appareil Apple BLE;faible;;4f:2d:cc:dd:4c:fd;;1;-91.0;20;ADV_IND;39;1784762940.920146
Appareil_095;Apple;Appareil Apple BLE;faible;;4f:2d:cc:dd:cc:1d;;1;-77.0;20;ADV_IND;37;1784762943.275729
Appareil_096;Apple;Appareil Apple BLE;faible;;ee:60:7b:88:38:c6;;1;-88.0;14;ADV_NONCONN_IND;37;1784762944.327893
Appareil_097;Apple;Appareil Apple BLE;faible;;4f:6d:cc:dd:4c:1d;;1;-91.0;21;ADV_IND;39;1784762945.068226
Appareil_098;Apple;Appareil Apple BLE;faible;;76:15:75:41:2a:1a;;2;-87.0;25;ADV_IND;37;1784762961.555925
Appareil_099;Apple;Appareil Apple BLE;faible;;4f:2d:cc:d3:4c:19;;1;-71.0;20;ADV_IND;38;1784762947.069183
Appareil_100;Apple;Appareil Apple BLE;faible;;7f:3d:a2:88:79:bd;;1;-84.0;23;ADV_NONCONN_IND;37;1784762952.328457
Appareil_101;Apple;Appareil Apple BLE;faible;;4f:2d:cc:dd:7c:1d;;1;-73.0;20;ADV_IND;38;1784762954.057824
Appareil_102;Apple;Appareil Apple BLE;faible;;e9:b7:17:7f:a4:df;;1;-94.0;14;ADV_NONCONN_IND;39;1784762954.578871
Appareil_103;Apple;Appareil Apple BLE;faible;;76:35:76:41:2a:1a;;1;-87.0;25;ADV_IND;37;1784762955.771573
Appareil_104;Apple;Appareil Apple BLE;faible;;5f:0d:cc:dd:04:1d;;1;-90.0;20;ADV_IND;39;1784762956.776159
Appareil_105;Apple;Appareil Apple BLE;faible;;66:35:75:41:2a:1a;;1;-88.0;25;ADV_IND;37;1784762975.677402
Appareil_106;Apple;Appareil Apple BLE;faible;;76:35:75:41:2a:12;;1;-86.0;17;ADV_IND;37;1784762976.892329
Appareil_107;Apple;Appareil Apple BLE;faible;;4f:2d:cc:db:4c:1d;;1;-89.0;20;ADV_IND;39;1784762981.38951
Appareil_108;Apple;Appareil Apple BLE;faible;;4f:2d:cc:5d:4c:1d;;1;-73.0;20;ADV_IND;38;1784762994.753247
Appareil_109;Apple;Appareil Apple BLE;faible;;4f:4d:cc:dd:4c:1d;;1;-71.0;20;ADV_IND;38;1784762996.008293
Appareil_110;Apple;Appareil Apple BLE;faible;;55:b1:c8:32:ed:58;;1;-91.0;24;ADV_IND;39;1784762999.618988
Appareil_111;Apple;Appareil Apple BLE;faible;;4f:0d:cc:9d:4c:1d;;1;-72.0;20;ADV_IND;38;1784763007.15848
Appareil_112;Apple;Appareil Apple BLE;faible;;4f:0d:cc:dd:4d:9d;;1;-90.0;20;ADV_IND;39;1784763007.184985
Appareil_113;Apple;Appareil Apple BLE;faible;;51:b1:c0:12:ed:5e;;1;-87.0;24;ADV_IND;37;1784763015.334982
Appareil_114;Apple;Appareil Apple BLE;faible;;55:b1:c8:32:e5:5e;;1;-87.0;24;ADV_IND;39;1784763017.03641
Appareil_115;Apple;Appareil Apple BLE;faible;;76:35:75:31:2a:1a;;1;-92.0;24;ADV_IND;39;1784763019.602601
