device_id;temps_vert_s;temps_orange_s;temps_rouge_s;niveau_final;grandeur_surveillee;seuil_vert_orange;seuil_orange_rouge
Appareil_040;1032.5089299169995;0.0;0.0;VERT;RSSI;-70;-55
Appareil_041;1031.595423742;0.0;0.0;VERT;RSSI;-70;-55
Appareil_042;1026.8111644370001;0.0;0.0;VERT;RSSI;-70;-55
Appareil_043;1023.6921346300005;0.0;0.0;VERT;RSSI;-70;-55
Appareil_044;1017.5001969789992;0.0;0.0;VERT;RSSI;-70;-55
Appareil_045;1008.6892413650003;0.0;0.0;VERT;RSSI;-70;-55
Appareil_046;0.0;997.6534110000011;0.0;ORANGE;RSSI;-70;-55
Appareil_047;993.0596929740004;0.0;0.0;VERT;RSSI;-70;-55
Appareil_048;988.5339951810001;0.0;0.0;VERT;RSSI;-70;-55
Appareil_049;979.6212284009998;0.0;0.0;VERT;RSSI;-70;-55
Appareil_050;979.4862766189999;0.0;0.0;VERT;RSSI;-70;-55
Appareil_051;978.3227129889983;0.0;0.0;VERT;RSSI;-70;-55
Appareil_052;976.7016256849984;0.0;0.0;VERT;RSSI;-70;-55
Appareil_053;975.3510320339992;0.0;0.0;VERT;RSSI;-70;-55
Appareil_054;968.5215865209993;0.0;0.0;VERT;RSSI;-70;-55
Appareil_055;967.7282875780002;0.0;0.0;VERT;RSSI;-70;-55
Appareil_056;955.449595602;0.0;0.0;VERT;RSSI;-70;-55
Appareil_057;953.834145537001;0.0;0.0;VERT;RSSI;-70;-55
Appareil_058;953.0538167160012;0.0;0.0;VERT;RSSI;-70;-55
Appareil_059;946.6204303840004;0.0;0.0;VERT;RSSI;-70;-55
Appareil_060;944.5956032949998;0.0;0.0;VERT;RSSI;-70;-55
Appareil_061;931.969830308999;0.0;0.0;VERT;RSSI;-70;-55
Appareil_062;920.9334203969993;0.0;0.0;VERT;RSSI;-70;-55
Appareil_063;917.774821424;0.0;0.0;VERT;RSSI;-70;-55
Appareil_064;905.0350643250003;0.0;0.0;VERT;RSSI;-70;-55
Appareil_065;889.5904405969995;0.0;0.0;VERT;RSSI;-70;-55
Appareil_066;887.5248436860002;0.0;0.0;VERT;RSSI;-70;-55
Appareil_067;885.024934567;0.0;0.0;VERT;RSSI;-70;-55
Appareil_068;882.0723943869998;0.0;0.0;VERT;RSSI;-70;-55
Appareil_069;881.9133231750002;0.0;0.0;VERT;RSSI;-70;-55
Appareil_070;878.9638204229996;0.0;0.0;VERT;RSSI;-70;-55
Appareil_071;870.8233104339997;0.0;0.0;VERT;RSSI;-70;-55
Appareil_072;868.4482842280013;0.0;0.0;VERT;RSSI;-70;-55
Appareil_073;206.632645099;656.5556157339997;0.0;ORANGE;RSSI;-70;-55
Appareil_074;853.0590598569997;0.0;0.0;VERT;RSSI;-70;-55
Appareil_075;851.8756479149997;0.0;0.0;VERT;RSSI;-70;-55
Appareil_076;851.5140897300007;0.0;0.0;VERT;RSSI;-70;-55
Appareil_077;832.7938073690002;0.0;0.0;VERT;RSSI;-70;-55
Appareil_078;0.0;812.2276171350004;0.0;ORANGE;RSSI;-70;-55
Appareil_079;807.0281403749996;0.0;0.0;VERT;RSSI;-70;-55
Appareil_080;806.2629737860007;0.0;0.0;VERT;RSSI;-70;-55
Appareil_081;800.7954115579996;0.0;0.0;VERT;RSSI;-70;-55
Appareil_082;790.1390493529998;0.0;0.0;VERT;RSSI;-70;-55
Appareil_083;787.3854205809985;0.0;0.0;VERT;RSSI;-70;-55
Appareil_084;787.1184515770001;0.0;0.0;VERT;RSSI;-70;-55
Appareil_085;785.834367716001;0.0;0.0;VERT;RSSI;-70;-55
Appareil_086;784.8801625859996;0.0;0.0;VERT;RSSI;-70;-55
Appareil_087;782.5778369079999;0.0;0.0;VERT;RSSI;-70;-55
Appareil_088;0.0;781.6207588010002;0.0;ORANGE;RSSI;-70;-55
Appareil_089;741.7601387030008;0.0;0.0;VERT;RSSI;-70;-55
Appareil_090;739.3399192840006;0.0;0.0;VERT;RSSI;-70;-55
Appareil_091;726.3400099250011;0.0;0.0;VERT;RSSI;-70;-55
Appareil_092;706.5639520389996;0.0;0.0;VERT;RSSI;-70;-55
Appareil_093;678.1547340289999;0.0;0.0;VERT;RSSI;-70;-55
Appareil_094;626.2533274020007;0.0;0.0;VERT;RSSI;-70;-55
Appareil_095;612.1488599730001;0.0;0.0;VERT;RSSI;-70;-55
Appareil_096;605.9502397340002;0.0;0.0;VERT;RSSI;-70;-55
Appareil_097;601.2791850389985;0.0;0.0;VERT;RSSI;-70;-55
Appareil_098;592.5657327779991;0.0;0.0;VERT;RSSI;-70;-55
Appareil_099;587.807342338001;0.0;0.0;VERT;RSSI;-70;-55
Appareil_100;557.8151453579994;0.0;0.0;VERT;RSSI;-70;-55
Appareil_101;543.8942438469985;0.0;0.0;VERT;RSSI;-70;-55
Appareil_102;540.9778407270005;0.0;0.0;VERT;RSSI;-70;-55
Appareil_103;532.1952127249988;0.0;0.0;VERT;RSSI;-70;-55
Appareil_104;525.1765641699985;0.0;0.0;VERT;RSSI;-70;-55
Appareil_105;393.52473097300026;0.0;0.0;VERT;RSSI;-70;-55
Appareil_106;384.32681386900003;0.0;0.0;VERT;RSSI;-70;-55
Appareil_107;352.35641505700005;0.0;0.0;VERT;RSSI;-70;-55
Appareil_108;253.35024840799997;0.0;0.0;VERT;RSSI;-70;-55
Appareil_109;244.0235774979992;0.0;0.0;VERT;RSSI;-70;-55
Appareil_110;214.52735175199996;0.0;0.0;VERT;RSSI;-70;-55
Appareil_111;153.3015117240011;0.0;0.0;VERT;RSSI;-70;-55
Appareil_112;152.85481193899977;0.0;0.0;VERT;RSSI;-70;-55
Appareil_113;87.30467885700091;0.0;0.0;VERT;RSSI;-70;-55
Appareil_114;72.9232770689996;0.0;0.0;VERT;RSSI;-70;-55
Appareil_115;48.06137506199957;0.0;0.0;VERT;RSSI;-70;-55
