numero;timestamp_s;temps_relatif_s;mac;longueur_payload_octets;type_pdu;rssi_dbm;canal;duree_estimee_us;timestamp_fin_s;intervalle_ms;company_id;donnees_brutes;uuid_cible;major_cible;minor_cible
20;1784284517.159385920;3.213206;5c:8a:dc:2f:62:8d;44;0x00;-68;39;432.000;1784284517.159817934;21.695;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
21;1784284517.389426947;3.443247;5c:8a:dc:2f:62:8d;36;0x00;-62;38;368.000;1784284517.389795065;230.041;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
22;1784284517.420916080;3.474736;5c:8a:dc:2f:62:8d;36;0x00;-68;39;368.000;1784284517.421284199;31.489;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
23;1784284517.686140060;3.739960;5c:8a:dc:2f:62:8d;36;0x00;-60;37;368.000;1784284517.686508179;265.224;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
24;1784284517.723021984;3.776842;5c:8a:dc:2f:62:8d;36;0x00;-62;38;368.000;1784284517.723390102;36.882;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
25;1784284517.754436970;3.808257;5c:8a:dc:2f:62:8d;36;0x00;-68;39;368.000;1784284517.754805088;31.415;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
26;1784284517.971136093;4.024956;5c:8a:dc:2f:62:8d;36;0x00;-62;38;368.000;1784284517.971504211;216.699;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
27;1784284518.002968073;4.056788;5c:8a:dc:2f:62:8d;36;0x00;-68;39;368.000;1784284518.003336191;31.832;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
28;1784284518.261127949;4.314948;5c:8a:dc:2f:62:8d;36;0x00;-62;38;368.000;1784284518.261496067;258.160;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
29;1784284518.292857885;4.346678;5c:8a:dc:2f:62:8d;36;0x00;-68;39;368.000;1784284518.293226004;31.730;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
30;1784284518.560916901;4.614737;5c:8a:dc:2f:62:8d;36;0x00;-62;38;368.000;1784284518.561285019;268.059;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
31;1784284518.562169075;4.615989;5c:8a:dc:2f:62:8d;36;0x00;-69;39;368.000;1784284518.562537193;1.252;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
32;1784284518.820975065;4.874795;5c:8a:dc:2f:62:8d;36;0x00;-62;38;368.000;1784284518.821343184;258.806;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
33;1784284518.847604036;4.901424;5c:8a:dc:2f:62:8d;36;0x00;-68;39;368.000;1784284518.847972155;26.629;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
34;1784284519.119143009;5.172963;5c:8a:dc:2f:62:8d;36;0x00;-62;38;368.000;1784284519.119511127;271.539;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
35;1784284519.150789976;5.204610;5c:8a:dc:2f:62:8d;36;0x00;-68;39;368.000;1784284519.151158094;31.647;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
36;1784284519.419126034;5.472946;5c:8a:dc:2f:62:8d;36;0x00;-60;37;368.000;1784284519.419494152;268.336;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
37;1784284519.445624113;5.499444;5c:8a:dc:2f:62:8d;36;0x00;-63;38;368.000;1784284519.445992231;26.498;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
38;1784284519.482479095;5.536299;5c:8a:dc:2f:62:8d;36;0x00;-68;39;368.000;1784284519.482847214;36.855;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
39;1784284519.675834894;5.729655;5c:8a:dc:2f:62:8d;36;0x00;-62;38;368.000;1784284519.676203012;193.356;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
40;1784284519.692219019;5.746039;5c:8a:dc:2f:62:8d;36;0x00;-68;39;368.000;1784284519.692587137;16.384;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
41;1784284519.958796024;6.012616;5c:8a:dc:2f:62:8d;36;0x00;-60;37;368.000;1784284519.959164143;266.577;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
42;1784284519.986936092;6.040756;5c:8a:dc:2f:62:8d;36;0x00;-62;38;368.000;1784284519.987304211;28.140;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
43;1784284520.014081955;6.067902;5c:8a:dc:2f:62:8d;36;0x00;-68;39;368.000;1784284520.014450073;27.146;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
44;1784284520.242856026;6.296676;5c:8a:dc:2f:62:8d;36;0x00;-62;38;368.000;1784284520.243224144;228.774;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
45;1784284520.269465923;6.323286;5c:8a:dc:2f:62:8d;36;0x00;-70;39;368.000;1784284520.269834042;26.610;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
46;1784284520.528140068;6.581960;5c:8a:dc:2f:62:8d;36;0x00;-61;38;368.000;1784284520.528508186;258.674;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
47;1784284520.554790020;6.608610;5c:8a:dc:2f:62:8d;36;0x00;-67;39;368.000;1784284520.555158138;26.650;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
48;1784284520.825890064;6.879710;5c:8a:dc:2f:62:8d;36;0x00;-60;38;368.000;1784284520.826258183;271.100;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
49;1784284520.862586021;6.916406;5c:8a:dc:2f:62:8d;36;0x00;-66;39;368.000;1784284520.862954140;36.696;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
50;1784284521.105057001;7.158877;5c:8a:dc:2f:62:8d;36;0x00;-60;38;368.000;1784284521.105425119;242.471;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
51;1784284521.126600027;7.180420;5c:8a:dc:2f:62:8d;36;0x00;-66;39;368.000;1784284521.126968145;21.543;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
52;1784284521.399594069;7.453414;5c:8a:dc:2f:62:8d;36;0x00;-61;38;368.000;1784284521.399962187;272.994;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
53;1784284521.431210041;7.485030;5c:8a:dc:2f:62:8d;36;0x00;-65;39;368.000;1784284521.431578159;31.616;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
54;1784284521.682236910;7.736057;5c:8a:dc:2f:62:8d;36;0x00;-60;38;368.000;1784284521.682605028;251.027;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
55;1784284521.970948935;8.024769;5c:8a:dc:2f:62:8d;36;0x00;-61;38;368.000;1784284521.971317053;288.712;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
56;1784284521.987442970;8.041263;5c:8a:dc:2f:62:8d;36;0x00;-66;39;368.000;1784284521.987811089;16.494;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
57;1784284522.278641939;8.332462;5c:8a:dc:2f:62:8d;36;0x00;-60;38;368.000;1784284522.279010057;291.199;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
58;1784284522.315442085;8.369262;5c:8a:dc:2f:62:8d;36;0x00;-65;39;368.000;1784284522.315810204;36.800;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
59;1784284522.834191084;8.888011;5c:8a:dc:2f:62:8d;36;0x00;-60;38;368.000;1784284522.834559202;518.749;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
60;1784284522.855566978;8.909387;5c:8a:dc:2f:62:8d;36;0x00;-66;39;368.000;1784284522.855935097;21.376;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
61;1784284523.123614073;9.177434;5c:8a:dc:2f:62:8d;36;0x00;-60;38;368.000;1784284523.123982191;268.047;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
62;1784284523.155834913;9.209655;5c:8a:dc:2f:62:8d;36;0x00;-66;39;368.000;1784284523.156203032;32.221;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
63;1784284523.399651051;9.453471;5c:8a:dc:2f:62:8d;36;0x00;-60;38;368.000;1784284523.400019169;243.816;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
64;1784284523.436321020;9.490141;5c:8a:dc:2f:62:8d;36;0x00;-66;39;368.000;1784284523.436689138;36.670;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
65;1784284523.967277050;10.021097;5c:8a:dc:2f:62:8d;36;0x00;-60;38;368.000;1784284523.967645168;530.956;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
66;1784284523.993778944;10.047599;5c:8a:dc:2f:62:8d;36;0x00;-66;39;368.000;1784284523.994147062;26.502;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
67;1784284524.294683933;10.348504;5c:8a:dc:2f:62:8d;36;0x00;-66;39;368.000;1784284524.295052052;300.905;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
68;1784284524.541132927;10.594953;5c:8a:dc:2f:62:8d;36;0x00;-60;38;368.000;1784284524.541501045;246.449;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
69;1784284524.577852011;10.631672;5c:8a:dc:2f:62:8d;36;0x00;-66;39;368.000;1784284524.578220129;36.719;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
70;1784284524.828986883;10.882807;5c:8a:dc:2f:62:8d;36;0x00;-60;38;368.000;1784284524.829355001;251.135;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
71;1784284524.855562925;10.909383;5c:8a:dc:2f:62:8d;36;0x00;-66;39;368.000;1784284524.855931044;26.576;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
72;1784284525.105953932;11.159774;5c:8a:dc:2f:62:8d;36;0x00;-60;38;368.000;1784284525.106322050;250.391;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
73;1784284525.132586002;11.186406;5c:8a:dc:2f:62:8d;36;0x00;-66;39;368.000;1784284525.132954121;26.632;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
74;1784284525.400548935;11.454369;5c:8a:dc:2f:62:8d;36;0x00;-60;38;368.000;1784284525.400917053;267.963;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
75;1784284525.427577019;11.481397;5c:8a:dc:2f:62:8d;36;0x00;-66;39;368.000;1784284525.427945137;27.028;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
76;1784284525.673108101;11.726928;5c:8a:dc:2f:62:8d;36;0x00;-60;38;368.000;1784284525.673476219;245.531;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
77;1784284525.694627047;11.748447;5c:8a:dc:2f:62:8d;36;0x00;-66;39;368.000;1784284525.694995165;21.519;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
78;1784284525.967304945;12.021125;5c:8a:dc:2f:62:8d;36;0x00;-60;38;368.000;1784284525.967673063;272.678;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
79;1784284525.993886948;12.047707;5c:8a:dc:2f:62:8d;36;0x00;-66;39;368.000;1784284525.994255066;26.582;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
80;1784284526.252146006;12.305966;5c:8a:dc:2f:62:8d;36;0x00;-61;38;368.000;1784284526.252514124;258.259;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
81;1784284526.275558949;12.329379;5c:8a:dc:2f:62:8d;36;0x00;-66;39;368.000;1784284526.275927067;23.413;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
82;1784284526.537179947;12.591000;5c:8a:dc:2f:62:8d;36;0x00;-61;38;368.000;1784284526.537548065;261.621;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
83;1784284526.563704014;12.617524;5c:8a:dc:2f:62:8d;36;0x00;-67;39;368.000;1784284526.564072132;26.524;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
84;1784284526.821933985;12.875754;5c:8a:dc:2f:62:8d;36;0x00;-61;38;368.000;1784284526.822302103;258.230;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
85;1784284526.848428965;12.902249;5c:8a:dc:2f:62:8d;36;0x00;-66;39;368.000;1784284526.848797083;26.495;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
86;1784284527.111884117;13.165704;5c:8a:dc:2f:62:8d;36;0x00;-61;38;368.000;1784284527.112252235;263.455;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
87;1784284527.138560057;13.192380;5c:8a:dc:2f:62:8d;36;0x00;-66;39;368.000;1784284527.138928175;26.676;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
88;1784284527.398761034;13.452581;5c:8a:dc:2f:62:8d;36;0x00;-58;37;368.000;1784284527.399129152;260.201;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
89;1784284527.437545061;13.491365;5c:8a:dc:2f:62:8d;36;0x00;-61;38;368.000;1784284527.437913179;38.784;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
90;1784284527.469707012;13.523527;5c:8a:dc:2f:62:8d;36;0x00;-65;39;368.000;1784284527.470075130;32.162;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
91;1784284527.689836979;13.743657;5c:8a:dc:2f:62:8d;36;0x00;-58;37;368.000;1784284527.690205097;220.130;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
92;1784284527.964540958;14.018361;5c:8a:dc:2f:62:8d;36;0x00;-60;38;368.000;1784284527.964909077;274.704;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
93;1784284527.975723028;14.029543;5c:8a:dc:2f:62:8d;36;0x00;-65;39;368.000;1784284527.976091146;11.182;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
94;1784284528.251588106;14.305408;5c:8a:dc:2f:62:8d;36;0x00;-66;39;368.000;1784284528.251956224;275.865;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
95;1784284528.539858103;14.593678;5c:8a:dc:2f:62:8d;36;0x00;-65;39;368.000;1784284528.540226221;288.270;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
96;1784284528.814474106;14.868294;5c:8a:dc:2f:62:8d;36;0x00;-61;38;368.000;1784284528.814842224;274.616;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
97;1784284528.841207981;14.895028;5c:8a:dc:2f:62:8d;36;0x00;-65;39;368.000;1784284528.841576099;26.734;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
98;1784284529.106533051;15.160353;5c:8a:dc:2f:62:8d;36;0x00;-58;37;368.000;1784284529.106901169;265.325;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
99;1784284529.133065939;15.186886;5c:8a:dc:2f:62:8d;36;0x00;-60;38;368.000;1784284529.133434057;26.533;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
100;1784284529.164774895;15.218595;5c:8a:dc:2f:62:8d;36;0x00;-66;39;368.000;1784284529.165143013;31.709;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
101;1784284529.379085064;15.432905;5c:8a:dc:2f:62:8d;36;0x00;-61;38;368.000;1784284529.379453182;214.310;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
102;1784284529.390211105;15.444031;5c:8a:dc:2f:62:8d;36;0x00;-66;39;368.000;1784284529.390579224;11.126;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
103;1784284529.668777943;15.722598;5c:8a:dc:2f:62:8d;36;0x00;-58;37;368.000;1784284529.669146061;278.567;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
104;1784284529.959638119;16.013458;5c:8a:dc:2f:62:8d;36;0x00;-61;38;368.000;1784284529.960006237;290.860;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
105;1784284529.987195015;16.041015;5c:8a:dc:2f:62:8d;36;0x00;-66;39;368.000;1784284529.987563133;27.557;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
106;1784284530.332494020;16.386314;5c:8a:dc:2f:62:8d;36;0x00;-58;37;368.000;1784284530.332862139;345.299;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
