temps_s,numero_paquet,taille_message,message,source,rssi_dbm,puissance_w,energie_j
841.463,784,56,"PAQUET,786,TAILLE,35,JE VIENS DE CONNECTER PAR RAPSBERRY","('192.168.10.72', 2390)",-62,6.309573444801942e-10,6.340962576228571e-10
842.46,785,77,"PAQUET,787,TAILLE,56,TU RECOIS MON MESSAGe TEMPO_Projet_Dosimetre_WiFi_2_4GHz","('192.168.10.72', 2390)",-62,6.309573444801942e-10,6.292156433220542e-10
843.47,786,115,"PAQUET,788,TAILLE,94,MSG_4_TRES_LONG_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-64,3.9810717055349694e-10,4.021176624676255e-10
844.464,787,136,"PAQUET,789,TAILLE,114,MSG_5_MAX_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-63,5.011872336272714e-10,4.980135168615958e-10
845.467,788,36,"PAQUET,790,TAILLE,15,Bonjour famille","('192.168.10.72', 2390)",-63,5.011872336272714e-10,5.028664595951947e-10
846.468,789,56,"PAQUET,791,TAILLE,35,JE VIENS DE CONNECTER PAR RAPSBERRY","('192.168.10.72', 2390)",-62,6.309573444801942e-10,6.314978464892802e-10
847.474,790,77,"PAQUET,792,TAILLE,56,TU RECOIS MON MESSAGe TEMPO_Projet_Dosimetre_WiFi_2_4GHz","('192.168.10.72', 2390)",-63,5.011872336272714e-10,5.03913571041641e-10
848.468,791,115,"PAQUET,793,TAILLE,94,MSG_4_TRES_LONG_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-62,6.309573444801942e-10,6.276670967922654e-10
849.483,792,136,"PAQUET,794,TAILLE,114,MSG_5_MAX_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-64,3.9810717055349694e-10,4.0406667060822413e-10
850.478,793,36,"PAQUET,795,TAILLE,15,Bonjour famille","('192.168.10.72', 2390)",-62,6.309573444801942e-10,6.278197852251133e-10
851.476,794,56,"PAQUET,796,TAILLE,35,JE VIENS DE CONNECTER PAR RAPSBERRY","('192.168.10.72', 2390)",-63,5.011872336272714e-10,4.998906221579812e-10
852.475,795,77,"PAQUET,797,TAILLE,56,TU RECOIS MON MESSAGe TEMPO_Projet_Dosimetre_WiFi_2_4GHz","('192.168.10.72', 2390)",-64,3.9810717055349694e-10,3.976080065420326e-10
853.48,796,115,"PAQUET,798,TAILLE,94,MSG_4_TRES_LONG_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-64,3.9810717055349694e-10,4.0043935517522915e-10
854.478,797,136,"PAQUET,799,TAILLE,114,MSG_5_MAX_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-63,5.011872336272714e-10,4.999863355288136e-10
855.485,798,36,"PAQUET,800,TAILLE,15,Bonjour famille","('192.168.10.72', 2390)",-64,3.9810717055349694e-10,4.009786687164234e-10
856.48,799,56,"PAQUET,801,TAILLE,35,JE VIENS DE CONNECTER PAR RAPSBERRY","('192.168.10.72', 2390)",-63,5.011872336272714e-10,4.984223001844639e-10
857.483,800,77,"PAQUET,802,TAILLE,56,TU RECOIS MON MESSAGe TEMPO_Projet_Dosimetre_WiFi_2_4GHz","('192.168.10.72', 2390)",-62,6.309573444801942e-10,6.332169828543886e-10
858.484,801,115,"PAQUET,803,TAILLE,94,MSG_4_TRES_LONG_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-65,3.1622776601683795e-10,3.165852870898102e-10
859.489,802,136,"PAQUET,804,TAILLE,114,MSG_5_MAX_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-65,3.1622776601683795e-10,3.177968025097999e-10
860.486,803,36,"PAQUET,805,TAILLE,15,Bonjour famille","('192.168.10.72', 2390)",-65,3.1622776601683795e-10,3.150280875450677e-10
861.488,804,56,"PAQUET,806,TAILLE,35,JE VIENS DE CONNECTER PAR RAPSBERRY","('192.168.10.72', 2390)",-63,5.011872336272714e-10,5.02631896115864e-10
862.488,805,77,"PAQUET,807,TAILLE,56,TU RECOIS MON MESSAGe TEMPO_Projet_Dosimetre_WiFi_2_4GHz","('192.168.10.72', 2390)",-64,3.9810717055349694e-10,3.9798235582159435e-10
863.498,806,115,"PAQUET,808,TAILLE,94,MSG_4_TRES_LONG_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-64,3.9810717055349694e-10,4.022343144109777e-10
864.492,807,136,"PAQUET,809,TAILLE,114,MSG_5_MAX_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-64,3.9810717055349694e-10,3.9570807004888157e-10
865.496,808,36,"PAQUET,810,TAILLE,15,Bonjour famille","('192.168.10.72', 2390)",-62,6.309573444801942e-10,6.329140128999497e-10
866.495,809,56,"PAQUET,811,TAILLE,35,JE VIENS DE CONNECTER PAR RAPSBERRY","('192.168.10.72', 2390)",-63,5.011872336272714e-10,5.007242007783635e-10
867.499,810,77,"PAQUET,812,TAILLE,56,TU RECOIS MON MESSAGe TEMPO_Projet_Dosimetre_WiFi_2_4GHz","('192.168.10.72', 2390)",-63,5.011872336272714e-10,5.03332360260457e-10
868.497,811,115,"PAQUET,813,TAILLE,94,MSG_4_TRES_LONG_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-64,3.9810717055349694e-10,3.9723099961038474e-10
869.5,812,136,"PAQUET,814,TAILLE,114,MSG_5_MAX_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-63,5.011872336272714e-10,5.02727370502e-10
870.5,813,36,"PAQUET,815,TAILLE,15,Bonjour famille","('192.168.10.72', 2390)",-64,3.9810717055349694e-10,3.980833466008676e-10
871.505,814,56,"PAQUET,816,TAILLE,35,JE VIENS DE CONNECTER PAR RAPSBERRY","('192.168.10.72', 2390)",-62,6.309573444801942e-10,6.340943020074611e-10
872.502,815,77,"PAQUET,817,TAILLE,56,TU RECOIS MON MESSAGe TEMPO_Projet_Dosimetre_WiFi_2_4GHz","('192.168.10.72', 2390)",-62,6.309573444801942e-10,6.289427597583241e-10
873.512,816,115,"PAQUET,818,TAILLE,94,MSG_4_TRES_LONG_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-61,7.943282347242822e-10,8.02443279522641e-10
874.505,817,136,"PAQUET,819,TAILLE,114,MSG_5_MAX_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-64,3.9810717055349694e-10,3.9557025180498615e-10
875.511,818,36,"PAQUET,820,TAILLE,15,Bonjour famille","('192.168.10.72', 2390)",-64,3.9810717055349694e-10,4.0048007420183463e-10
876.508,819,56,"PAQUET,821,TAILLE,35,JE VIENS DE CONNECTER PAR RAPSBERRY","('192.168.10.72', 2390)",-65,3.1622776601683795e-10,3.150991092343844e-10
877.509,820,77,"PAQUET,822,TAILLE,56,TU RECOIS MON MESSAGe TEMPO_Projet_Dosimetre_WiFi_2_4GHz","('192.168.10.72', 2390)",-64,3.9810717055349694e-10,3.9879331937245026e-10
878.513,821,115,"PAQUET,823,TAILLE,94,MSG_4_TRES_LONG_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-64,3.9810717055349694e-10,3.994149252121688e-10
879.522,822,136,"PAQUET,824,TAILLE,114,MSG_5_MAX_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-61,7.943282347242822e-10,8.013539507553093e-10
880.517,823,36,"PAQUET,825,TAILLE,15,Bonjour famille","('192.168.10.72', 2390)",-63,5.011872336272714e-10,4.987511431264496e-10
881.52,824,56,"PAQUET,826,TAILLE,35,JE VIENS DE CONNECTER PAR RAPSBERRY","('192.168.10.72', 2390)",-62,6.309573444801942e-10,6.328225502721945e-10
882.516,825,77,"PAQUET,827,TAILLE,56,TU RECOIS MON MESSAGe TEMPO_Projet_Dosimetre_WiFi_2_4GHz","('192.168.10.72', 2390)",-64,3.9810717055349694e-10,3.967541408932148e-10
883.517,826,115,"PAQUET,828,TAILLE,94,MSG_4_TRES_LONG_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-65,3.1622776601683795e-10,3.165581450429376e-10
884.518,827,136,"PAQUET,829,TAILLE,114,MSG_5_MAX_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-66,2.511886431509582e-10,2.513836386072006e-10
885.52,828,36,"PAQUET,830,TAILLE,15,Bonjour famille","('192.168.10.72', 2390)",-65,3.1622776601683795e-10,3.1677784483345657e-10
886.521,829,56,"PAQUET,831,TAILLE,35,JE VIENS DE CONNECTER PAR RAPSBERRY","('192.168.10.72', 2390)",-64,3.9810717055349694e-10,3.9852736433154456e-10
887.528,830,77,"PAQUET,832,TAILLE,56,TU RECOIS MON MESSAGe TEMPO_Projet_Dosimetre_WiFi_2_4GHz","('192.168.10.72', 2390)",-63,5.011872336272714e-10,5.044896436518564e-10
888.525,831,115,"PAQUET,833,TAILLE,94,MSG_4_TRES_LONG_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-65,3.1622776601683795e-10,3.153087815464755e-10
889.528,832,136,"PAQUET,834,TAILLE,114,MSG_5_MAX_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-63,5.011872336272714e-10,5.027323891806205e-10
890.526,833,36,"PAQUET,835,TAILLE,15,Bonjour famille","('192.168.10.72', 2390)",-63,5.011872336272714e-10,5.005333714984395e-10
891.533,834,56,"PAQUET,836,TAILLE,35,JE VIENS DE CONNECTER PAR RAPSBERRY","('192.168.10.72', 2390)",-63,5.011872336272714e-10,5.046025639208159e-10
892.529,835,77,"PAQUET,837,TAILLE,56,TU RECOIS MON MESSAGe TEMPO_Projet_Dosimetre_WiFi_2_4GHz","('192.168.10.72', 2390)",-65,3.1622776601683795e-10,3.149333165647374e-10
893.538,836,115,"PAQUET,838,TAILLE,94,MSG_4_TRES_LONG_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-64,3.9810717055349694e-10,4.015878405410246e-10
894.532,837,136,"PAQUET,839,TAILLE,114,MSG_5_MAX_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-64,3.9810717055349694e-10,3.9567845621135034e-10
895.536,838,36,"PAQUET,840,TAILLE,15,Bonjour famille","('192.168.10.72', 2390)",-64,3.9810717055349694e-10,3.997850981813095e-10
896.534,839,56,"PAQUET,841,TAILLE,35,JE VIENS DE CONNECTER PAR RAPSBERRY","('192.168.10.72', 2390)",-64,3.9810717055349694e-10,3.9733132597663645e-10
897.538,840,77,"PAQUET,842,TAILLE,56,TU RECOIS MON MESSAGe TEMPO_Projet_Dosimetre_WiFi_2_4GHz","('192.168.10.72', 2390)",-63,5.011872336272714e-10,5.033219644261718e-10
898.542,841,115,"PAQUET,843,TAILLE,94,MSG_4_TRES_LONG_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-60,1e-09,1.004074811935425e-09
899.553,842,136,"PAQUET,844,TAILLE,114,MSG_5_MAX_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-61,7.943282347242822e-10,8.029405982540409e-10
900.543,843,36,"PAQUET,845,TAILLE,15,Bonjour famille","('192.168.10.72', 2390)",-61,7.943282347242822e-10,7.862196289346315e-10
901.548,844,56,"PAQUET,846,TAILLE,35,JE VIENS DE CONNECTER PAR RAPSBERRY","('192.168.10.72', 2390)",-62,6.309573444801942e-10,6.343822287665455e-10
902.545,845,77,"PAQUET,847,TAILLE,56,TU RECOIS MON MESSAGe TEMPO_Projet_Dosimetre_WiFi_2_4GHz","('192.168.10.72', 2390)",-62,6.309573444801942e-10,6.287744264023077e-10
903.551,846,115,"PAQUET,848,TAILLE,94,MSG_4_TRES_LONG_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-63,5.011872336272714e-10,5.04323429795642e-10
904.556,847,136,"PAQUET,849,TAILLE,114,MSG_5_MAX_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-63,5.011872336272714e-10,5.036166325565994e-10
905.549,848,36,"PAQUET,850,TAILLE,15,Bonjour famille","('192.168.10.72', 2390)",-61,7.943282347242822e-10,7.888554560875734e-10
906.55,849,56,"PAQUET,851,TAILLE,35,JE VIENS DE CONNECTER PAR RAPSBERRY","('192.168.10.72', 2390)",-60,1e-09,1.001152276992798e-09
907.555,850,77,"PAQUET,852,TAILLE,56,TU RECOIS MON MESSAGe TEMPO_Projet_Dosimetre_WiFi_2_4GHz","('192.168.10.72', 2390)",-66,2.511886431509582e-10,2.524241334035017e-10
908.553,851,115,"PAQUET,853,TAILLE,94,MSG_4_TRES_LONG_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-67,1.9952623149688828e-10,1.9910066347249825e-10
909.557,852,136,"PAQUET,854,TAILLE,114,MSG_5_MAX_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-65,3.1622776601683795e-10,3.1760718515456477e-10
910.557,853,36,"PAQUET,855,TAILLE,15,Bonjour famille","('192.168.10.72', 2390)",-64,3.9810717055349694e-10,3.978090389391198e-10
911.561,854,56,"PAQUET,856,TAILLE,35,JE VIENS DE CONNECTER PAR RAPSBERRY","('192.168.10.72', 2390)",-63,5.011872336272714e-10,5.035528236427112e-10
912.565,855,77,"PAQUET,857,TAILLE,56,TU RECOIS MON MESSAGe TEMPO_Projet_Dosimetre_WiFi_2_4GHz","('192.168.10.72', 2390)",-65,3.1622776601683795e-10,3.1745767771304135e-10
913.567,856,115,"PAQUET,858,TAILLE,94,MSG_4_TRES_LONG_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-66,2.511886431509582e-10,2.5168786984728406e-10
914.562,857,136,"PAQUET,859,TAILLE,114,MSG_5_MAX_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-61,7.943282347242822e-10,7.898286933155493e-10
915.575,858,36,"PAQUET,860,TAILLE,15,Bonjour famille","('192.168.10.72', 2390)",-63,5.011872336272714e-10,5.080103661964297e-10
916.565,859,56,"PAQUET,861,TAILLE,35,JE VIENS DE CONNECTER PAR RAPSBERRY","('192.168.10.72', 2390)",-64,3.9810717055349694e-10,3.9397480630798977e-10
917.579,860,77,"PAQUET,862,TAILLE,56,TU RECOIS MON MESSAGe TEMPO_Projet_Dosimetre_WiFi_2_4GHz","('192.168.10.72', 2390)",-63,5.011872336272714e-10,5.083192539162818e-10
918.57,861,115,"PAQUET,863,TAILLE,94,MSG_4_TRES_LONG_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-62,6.309573444801942e-10,6.254401021519902e-10
919.578,862,136,"PAQUET,864,TAILLE,114,MSG_5_MAX_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-65,3.1622776601683795e-10,3.1851501122787957e-10
920.624,863,36,"PAQUET,865,TAILLE,15,Bonjour famille","('192.168.10.72', 2390)",-65,3.1622776601683795e-10,3.308497898237212e-10
921.604,864,56,"PAQUET,866,TAILLE,35,JE VIENS DE CONNECTER PAR RAPSBERRY","('192.168.10.72', 2390)",-64,3.9810717055349694e-10,3.902012250941113e-10
922.622,865,77,"PAQUET,867,TAILLE,56,TU RECOIS MON MESSAGe TEMPO_Projet_Dosimetre_WiFi_2_4GHz","('192.168.10.72', 2390)",-63,5.011872336272714e-10,5.104574499932772e-10
924.576,866,136,"PAQUET,869,TAILLE,114,MSG_5_MAX_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-62,6.309573444801942e-10,1.2322961416269798e-09
925.579,867,36,"PAQUET,870,TAILLE,15,Bonjour famille","('192.168.10.72', 2390)",-61,7.943282347242822e-10,7.966905933897367e-10
926.58,868,56,"PAQUET,871,TAILLE,35,JE VIENS DE CONNECTER PAR RAPSBERRY","('192.168.10.72', 2390)",-65,3.1622776601683795e-10,3.1685256085693097e-10
927.582,869,77,"PAQUET,872,TAILLE,56,TU RECOIS MON MESSAGe TEMPO_Projet_Dosimetre_WiFi_2_4GHz","('192.168.10.72', 2390)",-65,3.1622776601683795e-10,3.1674972265711357e-10
928.581,870,115,"PAQUET,873,TAILLE,94,MSG_4_TRES_LONG_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-65,3.1622776601683795e-10,3.1597594813751965e-10
929.59,871,136,"PAQUET,874,TAILLE,114,MSG_5_MAX_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-63,5.011872336272714e-10,5.057224462072583e-10
930.586,872,36,"PAQUET,875,TAILLE,15,Bonjour famille","('192.168.10.72', 2390)",-65,3.1622776601683795e-10,3.1494138378422453e-10
931.588,873,56,"PAQUET,876,TAILLE,35,JE VIENS DE CONNECTER PAR RAPSBERRY","('192.168.10.72', 2390)",-64,3.9810717055349694e-10,3.987776582083712e-10
932.587,874,77,"PAQUET,877,TAILLE,56,TU RECOIS MON MESSAGe TEMPO_Projet_Dosimetre_WiFi_2_4GHz","('192.168.10.72', 2390)",-65,3.1622776601683795e-10,3.158950497589243e-10
933.59,875,115,"PAQUET,878,TAILLE,94,MSG_4_TRES_LONG_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-65,3.1622776601683795e-10,3.172688143035526e-10
934.589,876,136,"PAQUET,879,TAILLE,114,MSG_5_MAX_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-65,3.1622776601683795e-10,3.1595174647905823e-10
935.592,877,36,"PAQUET,880,TAILLE,15,Bonjour famille","('192.168.10.72', 2390)",-65,3.1622776601683795e-10,3.1713491353898097e-10
936.596,878,56,"PAQUET,881,TAILLE,35,JE VIENS DE CONNECTER PAR RAPSBERRY","('192.168.10.72', 2390)",-65,3.1622776601683795e-10,3.1741749240475493e-10
937.595,879,77,"PAQUET,882,TAILLE,56,TU RECOIS MON MESSAGe TEMPO_Projet_Dosimetre_WiFi_2_4GHz","('192.168.10.72', 2390)",-64,3.9810717055349694e-10,3.977864488963876e-10
938.596,880,115,"PAQUET,883,TAILLE,94,MSG_4_TRES_LONG_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-64,3.9810717055349694e-10,3.982815315135768e-10
939.6,881,136,"PAQUET,884,TAILLE,114,MSG_5_MAX_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-64,3.9810717055349694e-10,3.997708607594195e-10
940.598,882,36,"PAQUET,885,TAILLE,15,Bonjour famille","('192.168.10.72', 2390)",-65,3.1622776601683795e-10,3.157697439758623e-10
941.6,883,56,"PAQUET,886,TAILLE,35,JE VIENS DE CONNECTER PAR RAPSBERRY","('192.168.10.72', 2390)",-64,3.9810717055349694e-10,3.987940787016177e-10
942.601,884,77,"PAQUET,887,TAILLE,56,TU RECOIS MON MESSAGe TEMPO_Projet_Dosimetre_WiFi_2_4GHz","('192.168.10.72', 2390)",-64,3.9810717055349694e-10,3.983524338745891e-10
943.602,885,115,"PAQUET,888,TAILLE,94,MSG_4_TRES_LONG_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-64,3.9810717055349694e-10,3.9866897922127737e-10
944.603,886,136,"PAQUET,889,TAILLE,114,MSG_5_MAX_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-64,3.9810717055349694e-10,3.98558117162827e-10
945.607,887,36,"PAQUET,890,TAILLE,15,Bonjour famille","('192.168.10.72', 2390)",-64,3.9810717055349694e-10,3.996774632718209e-10
946.609,888,56,"PAQUET,891,TAILLE,35,JE VIENS DE CONNECTER PAR RAPSBERRY","('192.168.10.72', 2390)",-65,3.1622776601683795e-10,3.166734987421463e-10
947.616,889,77,"PAQUET,892,TAILLE,56,TU RECOIS MON MESSAGe TEMPO_Projet_Dosimetre_WiFi_2_4GHz","('192.168.10.72', 2390)",-66,2.511886431509582e-10,2.5316117550423136e-10
948.611,890,115,"PAQUET,893,TAILLE,94,MSG_4_TRES_LONG_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-68,1.584893192461111e-10,1.5769492738550417e-10
949.617,891,136,"PAQUET,894,TAILLE,114,MSG_5_MAX_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-67,1.9952623149688828e-10,2.005832062268147e-10
950.612,892,36,"PAQUET,895,TAILLE,15,Bonjour famille","('192.168.10.72', 2390)",-66,2.511886431509582e-10,2.499704605417974e-10
951.613,893,56,"PAQUET,896,TAILLE,35,JE VIENS DE CONNECTER PAR RAPSBERRY","('192.168.10.72', 2390)",-64,3.9810717055349694e-10,3.983987529538047e-10
952.614,894,77,"PAQUET,897,TAILLE,56,TU RECOIS MON MESSAGe TEMPO_Projet_Dosimetre_WiFi_2_4GHz","('192.168.10.72', 2390)",-66,2.511886431509582e-10,2.5156737511203844e-10
953.616,895,115,"PAQUET,898,TAILLE,94,MSG_4_TRES_LONG_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-66,2.511886431509582e-10,2.515865392846421e-10
954.617,896,136,"PAQUET,899,TAILLE,114,MSG_5_MAX_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-65,3.1622776601683795e-10,3.1671617207139603e-10
955.621,897,36,"PAQUET,900,TAILLE,15,Bonjour famille","('192.168.10.72', 2390)",-66,2.511886431509582e-10,2.5223267134158306e-10
956.62,898,56,"PAQUET,901,TAILLE,35,JE VIENS DE CONNECTER PAR RAPSBERRY","('192.168.10.72', 2390)",-68,1.584893192461111e-10,1.5820210179225231e-10
