temps_s,numero_paquet,taille_message,message,source,rssi_dbm,puissance_w,energie_j
169.565,116,36,"PAQUET,115,TAILLE,15,Bonjour famille","('192.168.10.72', 2390)",-65,3.1622776601683795e-10,3.1821720265802713e-10
170.562,117,56,"PAQUET,116,TAILLE,35,JE VIENS DE CONNECTER PAR RAPSBERRY","('192.168.10.72', 2390)",-66,2.511886431509582e-10,2.5022983564038034e-10
171.567,118,77,"PAQUET,117,TAILLE,56,TU RECOIS MON MESSAGe TEMPO_Projet_Dosimetre_WiFi_2_4GHz","('192.168.10.72', 2390)",-67,1.9952623149688828e-10,2.006458093477735e-10
172.564,119,115,"PAQUET,118,TAILLE,94,MSG_4_TRES_LONG_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-67,1.9952623149688828e-10,1.9882446763641414e-10
173.57,120,136,"PAQUET,119,TAILLE,114,MSG_5_MAX_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-66,2.511886431509582e-10,2.5281574129305003e-10
174.566,121,36,"PAQUET,120,TAILLE,15,Bonjour famille","('192.168.10.72', 2390)",-66,2.511886431509582e-10,2.5018527893907676e-10
175.575,122,56,"PAQUET,121,TAILLE,35,JE VIENS DE CONNECTER PAR RAPSBERRY","('192.168.10.72', 2390)",-68,1.584893192461111e-10,1.5990035386813378e-10
176.568,123,77,"PAQUET,122,TAILLE,56,TU RECOIS MON MESSAGe TEMPO_Projet_Dosimetre_WiFi_2_4GHz","('192.168.10.72', 2390)",-68,1.584893192461111e-10,1.5739108374039453e-10
177.574,124,115,"PAQUET,123,TAILLE,94,MSG_4_TRES_LONG_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-68,1.584893192461111e-10,1.5934579481632067e-10
178.571,125,136,"PAQUET,124,TAILLE,114,MSG_5_MAX_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-70,1e-10,9.978551864624024e-11
179.577,126,36,"PAQUET,125,TAILLE,15,Bonjour famille","('192.168.10.72', 2390)",-68,1.584893192461111e-10,1.5932062880865458e-10
180.574,127,56,"PAQUET,126,TAILLE,35,JE VIENS DE CONNECTER PAR RAPSBERRY","('192.168.10.72', 2390)",-69,1.2589254117941662e-10,1.2552221461914068e-10
181.579,128,77,"PAQUET,127,TAILLE,56,TU RECOIS MON MESSAGe TEMPO_Projet_Dosimetre_WiFi_2_4GHz","('192.168.10.72', 2390)",-66,2.511886431509582e-10,2.524251515001713e-10
182.58,129,115,"PAQUET,128,TAILLE,94,MSG_4_TRES_LONG_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-66,2.511886431509582e-10,2.5159594170682577e-10
183.584,130,136,"PAQUET,129,TAILLE,114,MSG_5_MAX_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-68,1.584893192461111e-10,1.5914567593253748e-10
184.583,131,36,"PAQUET,130,TAILLE,15,Bonjour famille","('192.168.10.72', 2390)",-66,2.511886431509582e-10,2.5080781510849944e-10
185.584,132,56,"PAQUET,131,TAILLE,35,JE VIENS DE CONNECTER PAR RAPSBERRY","('192.168.10.72', 2390)",-67,1.9952623149688828e-10,1.9968492755427316e-10
186.585,133,77,"PAQUET,132,TAILLE,56,TU RECOIS MON MESSAGe TEMPO_Projet_Dosimetre_WiFi_2_4GHz","('192.168.10.72', 2390)",-67,1.9952623149688828e-10,1.9971955906799504e-10
187.589,134,115,"PAQUET,133,TAILLE,94,MSG_4_TRES_LONG_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-65,3.1622776601683795e-10,3.1753827451333815e-10
188.584,135,136,"PAQUET,134,TAILLE,114,MSG_5_MAX_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-66,2.511886431509582e-10,2.500586157357743e-10
189.588,136,36,"PAQUET,135,TAILLE,15,Bonjour famille","('192.168.10.72', 2390)",-67,1.9952623149688828e-10,2.0036923294560454e-10
190.588,137,56,"PAQUET,136,TAILLE,35,JE VIENS DE CONNECTER PAR RAPSBERRY","('192.168.10.72', 2390)",-68,1.584893192461111e-10,1.584730331360449e-10
191.591,138,77,"PAQUET,137,TAILLE,56,TU RECOIS MON MESSAGe TEMPO_Projet_Dosimetre_WiFi_2_4GHz","('192.168.10.72', 2390)",-65,3.1622776601683795e-10,3.171714799076844e-10
192.593,139,115,"PAQUET,138,TAILLE,94,MSG_4_TRES_LONG_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-68,1.584893192461111e-10,1.5868123839466373e-10
193.592,140,136,"PAQUET,139,TAILLE,114,MSG_5_MAX_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-67,1.9952623149688828e-10,1.9933994439835136e-10
194.621,141,36,"PAQUET,140,TAILLE,15,Bonjour famille","('192.168.10.72', 2390)",-70,1e-10,1.0291550159454346e-10
195.593,142,56,"PAQUET,141,TAILLE,35,JE VIENS DE CONNECTER PAR RAPSBERRY","('192.168.10.72', 2390)",-69,1.2589254117941662e-10,1.2242096229401572e-10
196.623,143,77,"PAQUET,142,TAILLE,56,TU RECOIS MON MESSAGe TEMPO_Projet_Dosimetre_WiFi_2_4GHz","('192.168.10.72', 2390)",-68,1.584893192461111e-10,1.6323587012744468e-10
198.604,144,136,"PAQUET,144,TAILLE,114,MSG_5_MAX_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-67,1.9952623149688828e-10,3.9515066163803167e-10
199.6,145,36,"PAQUET,145,TAILLE,15,Bonjour famille","('192.168.10.72', 2390)",-67,1.9952623149688828e-10,1.9886694832563617e-10
200.601,146,56,"PAQUET,146,TAILLE,35,JE VIENS DE CONNECTER PAR RAPSBERRY","('192.168.10.72', 2390)",-65,3.1622776601683795e-10,3.1655301821186167e-10
201.609,147,77,"PAQUET,147,TAILLE,56,TU RECOIS MON MESSAGe TEMPO_Projet_Dosimetre_WiFi_2_4GHz","('192.168.10.72', 2390)",-68,1.584893192461111e-10,1.5962968703192928e-10
202.605,148,115,"PAQUET,148,TAILLE,94,MSG_4_TRES_LONG_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-67,1.9952623149688828e-10,1.9890980958094306e-10
203.603,149,136,"PAQUET,149,TAILLE,114,MSG_5_MAX_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-66,2.511886431509582e-10,2.505641905642752e-10
204.605,150,36,"PAQUET,150,TAILLE,15,Bonjour famille","('192.168.10.72', 2390)",-69,1.2589254117941662e-10,1.2618191695892874e-10
205.606,151,56,"PAQUET,151,TAILLE,35,JE VIENS DE CONNECTER PAR RAPSBERRY","('192.168.10.72', 2390)",-66,2.511886431509582e-10,2.5135878507085527e-10
206.607,152,77,"PAQUET,152,TAILLE,56,TU RECOIS MON MESSAGe TEMPO_Projet_Dosimetre_WiFi_2_4GHz","('192.168.10.72', 2390)",-67,1.9952623149688828e-10,1.9970081618831589e-10
207.608,153,115,"PAQUET,153,TAILLE,94,MSG_4_TRES_LONG_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-68,1.584893192461111e-10,1.5871161898049487e-10
208.61,154,136,"PAQUET,154,TAILLE,114,MSG_5_MAX_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-68,1.584893192461111e-10,1.5870341924526435e-10
209.61,155,36,"PAQUET,155,TAILLE,15,Bonjour famille","('192.168.10.72', 2390)",-68,1.584893192461111e-10,1.5853349201332078e-10
210.611,156,56,"PAQUET,156,TAILLE,35,JE VIENS DE CONNECTER PAR RAPSBERRY","('192.168.10.72', 2390)",-65,3.1622776601683795e-10,3.167010931564668e-10
211.612,157,77,"PAQUET,157,TAILLE,56,TU RECOIS MON MESSAGe TEMPO_Projet_Dosimetre_WiFi_2_4GHz","('192.168.10.72', 2390)",-65,3.1622776601683795e-10,3.1631816411183875e-10
212.623,158,115,"PAQUET,158,TAILLE,94,MSG_4_TRES_LONG_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-65,3.1622776601683795e-10,3.198686454210774e-10
213.62,159,136,"PAQUET,159,TAILLE,114,MSG_5_MAX_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-66,2.511886431509582e-10,2.503466772052234e-10
214.629,160,36,"PAQUET,160,TAILLE,15,Bonjour famille","('192.168.10.72', 2390)",-67,1.9952623149688828e-10,2.0141322085788525e-10
215.622,161,56,"PAQUET,161,TAILLE,35,JE VIENS DE CONNECTER PAR RAPSBERRY","('192.168.10.72', 2390)",-68,1.584893192461111e-10,1.5739947240961656e-10
216.665,162,77,"PAQUET,162,TAILLE,56,TU RECOIS MON MESSAGe TEMPO_Projet_Dosimetre_WiFi_2_4GHz","('192.168.10.72', 2390)",-66,2.511886431509582e-10,2.619608844595263e-10
217.622,163,115,"PAQUET,163,TAILLE,94,MSG_4_TRES_LONG_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-65,3.1622776601683795e-10,3.025659675126487e-10
218.623,164,136,"PAQUET,164,TAILLE,114,MSG_5_MAX_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-67,1.9952623149688828e-10,1.9962142058886284e-10
219.626,165,36,"PAQUET,165,TAILLE,15,Bonjour famille","('192.168.10.72', 2390)",-66,2.511886431509582e-10,2.5206546393561594e-10
220.635,166,56,"PAQUET,166,TAILLE,35,JE VIENS DE CONNECTER PAR RAPSBERRY","('192.168.10.72', 2390)",-68,1.584893192461111e-10,1.5987885317990255e-10
221.628,167,77,"PAQUET,167,TAILLE,56,TU RECOIS MON MESSAGe TEMPO_Projet_Dosimetre_WiFi_2_4GHz","('192.168.10.72', 2390)",-66,2.511886431509582e-10,2.4939164264112687e-10
222.635,168,115,"PAQUET,168,TAILLE,94,MSG_4_TRES_LONG_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-66,2.511886431509582e-10,2.5311254641624956e-10
223.63,169,136,"PAQUET,169,TAILLE,114,MSG_5_MAX_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-65,3.1622776601683795e-10,3.144385773659091e-10
224.631,170,36,"PAQUET,170,TAILLE,15,Bonjour famille","('192.168.10.72', 2390)",-66,2.511886431509582e-10,2.514446046312961e-10
225.63,171,56,"PAQUET,171,TAILLE,35,JE VIENS DE CONNECTER PAR RAPSBERRY","('192.168.10.72', 2390)",-67,1.9952623149688828e-10,1.9940597261407385e-10
226.632,172,77,"PAQUET,172,TAILLE,56,TU RECOIS MON MESSAGe TEMPO_Projet_Dosimetre_WiFi_2_4GHz","('192.168.10.72', 2390)",-67,1.9952623149688828e-10,1.9992948883455363e-10
227.635,173,115,"PAQUET,173,TAILLE,94,MSG_4_TRES_LONG_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-66,2.511886431509582e-10,2.520229434276515e-10
228.643,174,136,"PAQUET,174,TAILLE,114,MSG_5_MAX_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-67,1.9952623149688828e-10,2.01082937066991e-10
229.639,175,36,"PAQUET,175,TAILLE,15,Bonjour famille","('192.168.10.72', 2390)",-65,3.1622776601683795e-10,3.148806911516344e-10
230.636,176,56,"PAQUET,176,TAILLE,35,JE VIENS DE CONNECTER PAR RAPSBERRY","('192.168.10.72', 2390)",-66,2.511886431509582e-10,2.5042596896937113e-10
231.637,177,77,"PAQUET,177,TAILLE,56,TU RECOIS MON MESSAGe TEMPO_Projet_Dosimetre_WiFi_2_4GHz","('192.168.10.72', 2390)",-64,3.9810717055349694e-10,3.9862085673528906e-10
232.639,178,115,"PAQUET,178,TAILLE,94,MSG_4_TRES_LONG_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-67,1.9952623149688828e-10,1.9998348164784256e-10
233.643,179,136,"PAQUET,179,TAILLE,114,MSG_5_MAX_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-65,3.1622776601683795e-10,3.173525022814099e-10
234.662,180,36,"PAQUET,180,TAILLE,15,Bonjour famille","('192.168.10.72', 2390)",-67,1.9952623149688828e-10,2.0340286792027208e-10
235.642,181,56,"PAQUET,181,TAILLE,35,JE VIENS DE CONNECTER PAR RAPSBERRY","('192.168.10.72', 2390)",-68,1.584893192461111e-10,1.552611174939649e-10
236.649,182,77,"PAQUET,182,TAILLE,56,TU RECOIS MON MESSAGe TEMPO_Projet_Dosimetre_WiFi_2_4GHz","('192.168.10.72', 2390)",-65,3.1622776601683795e-10,3.184651000194638e-10
237.653,183,115,"PAQUET,183,TAILLE,94,MSG_4_TRES_LONG_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-67,1.9952623149688828e-10,2.0019422011733145e-10
238.647,184,136,"PAQUET,184,TAILLE,114,MSG_5_MAX_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-67,1.9952623149688828e-10,1.9843966775386432e-10
239.648,185,36,"PAQUET,185,TAILLE,15,Bonjour famille","('192.168.10.72', 2390)",-65,3.1622776601683795e-10,3.164114272006761e-10
240.65,186,56,"PAQUET,186,TAILLE,35,JE VIENS DE CONNECTER PAR RAPSBERRY","('192.168.10.72', 2390)",-67,1.9952623149688828e-10,1.9995479647919655e-10
241.65,187,77,"PAQUET,187,TAILLE,56,TU RECOIS MON MESSAGe TEMPO_Projet_Dosimetre_WiFi_2_4GHz","('192.168.10.72', 2390)",-65,3.1622776601683795e-10,3.1625324938306835e-10
242.651,188,115,"PAQUET,188,TAILLE,94,MSG_4_TRES_LONG_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-65,3.1622776601683795e-10,3.166828476694024e-10
243.653,189,136,"PAQUET,189,TAILLE,114,MSG_5_MAX_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-68,1.584893192461111e-10,1.5868524379528326e-10
244.654,190,36,"PAQUET,190,TAILLE,15,Bonjour famille","('192.168.10.72', 2390)",-68,1.584893192461111e-10,1.5876735450798358e-10
245.656,191,56,"PAQUET,191,TAILLE,35,JE VIENS DE CONNECTER PAR RAPSBERRY","('192.168.10.72', 2390)",-69,1.2589254117941662e-10,1.260488899435986e-10
246.657,192,77,"PAQUET,192,TAILLE,56,TU RECOIS MON MESSAGe TEMPO_Projet_Dosimetre_WiFi_2_4GHz","('192.168.10.72', 2390)",-68,1.584893192461111e-10,1.587144529903672e-10
247.658,193,115,"PAQUET,193,TAILLE,94,MSG_4_TRES_LONG_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-69,1.2589254117941662e-10,1.2598522787240835e-10
248.659,194,136,"PAQUET,194,TAILLE,114,MSG_5_MAX_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-68,1.584893192461111e-10,1.5870719792509408e-10
249.659,195,36,"PAQUET,195,TAILLE,15,Bonjour famille","('192.168.10.72', 2390)",-68,1.584893192461111e-10,1.5855571065071968e-10
250.66,196,56,"PAQUET,196,TAILLE,35,JE VIENS DE CONNECTER PAR RAPSBERRY","('192.168.10.72', 2390)",-69,1.2589254117941662e-10,1.2601203137527158e-10
251.663,197,77,"PAQUET,197,TAILLE,56,TU RECOIS MON MESSAGe TEMPO_Projet_Dosimetre_WiFi_2_4GHz","('192.168.10.72', 2390)",-68,1.584893192461111e-10,1.588493140734907e-10
252.663,198,115,"PAQUET,198,TAILLE,94,MSG_4_TRES_LONG_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-69,1.2589254117941662e-10,1.259882293844871e-10
253.665,199,136,"PAQUET,199,TAILLE,114,MSG_5_MAX_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-68,1.584893192461111e-10,1.5874426677422387e-10
254.665,200,36,"PAQUET,200,TAILLE,15,Bonjour famille","('192.168.10.72', 2390)",-68,1.584893192461111e-10,1.58505189701396e-10
255.666,201,56,"PAQUET,201,TAILLE,35,JE VIENS DE CONNECTER PAR RAPSBERRY","('192.168.10.72', 2390)",-68,1.584893192461111e-10,1.5867281193864341e-10
256.668,202,77,"PAQUET,202,TAILLE,56,TU RECOIS MON MESSAGe TEMPO_Projet_Dosimetre_WiFi_2_4GHz","('192.168.10.72', 2390)",-69,1.2589254117941662e-10,1.260723617680544e-10
257.669,203,115,"PAQUET,203,TAILLE,94,MSG_4_TRES_LONG_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-69,1.2589254117941662e-10,1.2609334233748486e-10
258.672,204,136,"PAQUET,204,TAILLE,114,MSG_5_MAX_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-67,1.9952623149688828e-10,1.9997058997171805e-10
259.675,205,36,"PAQUET,205,TAILLE,15,Bonjour famille","('192.168.10.72', 2390)",-69,1.2589254117941662e-10,1.2627151209447937e-10
260.673,206,56,"PAQUET,206,TAILLE,35,JE VIENS DE CONNECTER PAR RAPSBERRY","('192.168.10.72', 2390)",-68,1.584893192461111e-10,1.5829097634184787e-10
261.674,207,77,"PAQUET,207,TAILLE,56,TU RECOIS MON MESSAGe TEMPO_Projet_Dosimetre_WiFi_2_4GHz","('192.168.10.72', 2390)",-70,1e-10,1.0010888576507569e-10
262.679,208,115,"PAQUET,208,TAILLE,94,MSG_4_TRES_LONG_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-70,1e-10,1.0040628910064697e-10
263.677,209,136,"PAQUET,209,TAILLE,114,MSG_5_MAX_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-67,1.9952623149688828e-10,1.9924584943387077e-10
264.685,210,36,"PAQUET,210,TAILLE,15,Bonjour famille","('192.168.10.72', 2390)",-69,1.2589254117941662e-10,1.269180678113625e-10
265.68,211,56,"PAQUET,211,TAILLE,35,JE VIENS DE CONNECTER PAR RAPSBERRY","('192.168.10.72', 2390)",-67,1.9952623149688828e-10,1.9838553222829356e-10
266.688,212,77,"PAQUET,212,TAILLE,56,TU RECOIS MON MESSAGe TEMPO_Projet_Dosimetre_WiFi_2_4GHz","('192.168.10.72', 2390)",-69,1.2589254117941662e-10,1.269722751195047e-10
267.682,213,115,"PAQUET,213,TAILLE,94,MSG_4_TRES_LONG_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-68,1.584893192461111e-10,1.5759664392313257e-10
268.696,214,136,"PAQUET,214,TAILLE,114,MSG_5_MAX_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-69,1.2589254117941662e-10,1.2755234734384355e-10
269.687,215,36,"PAQUET,215,TAILLE,15,Bonjour famille","('192.168.10.72', 2390)",-69,1.2589254117941662e-10,1.2478123133226013e-10
270.691,216,56,"PAQUET,216,TAILLE,35,JE VIENS DE CONNECTER PAR RAPSBERRY","('192.168.10.72', 2390)",-70,1e-10,1.003929853439331e-10
271.687,217,77,"PAQUET,217,TAILLE,56,TU RECOIS MON MESSAGe TEMPO_Projet_Dosimetre_WiFi_2_4GHz","('192.168.10.72', 2390)",-66,2.511886431509582e-10,2.5025001790965356e-10
272.702,218,115,"PAQUET,218,TAILLE,94,MSG_4_TRES_LONG_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-68,1.584893192461111e-10,1.608682249197242e-10
273.692,219,136,"PAQUET,219,TAILLE,114,MSG_5_MAX_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-72,6.309573444801942e-11,6.248982462553223e-11
274.706,220,36,"PAQUET,220,TAILLE,15,Bonjour famille","('192.168.10.72', 2390)",-69,1.2589254117941662e-10,1.2764497400659372e-10
275.692,221,56,"PAQUET,221,TAILLE,35,JE VIENS DE CONNECTER PAR RAPSBERRY","('192.168.10.72', 2390)",-69,1.2589254117941662e-10,1.241300532867757e-10
276.699,222,77,"PAQUET,222,TAILLE,56,TU RECOIS MON MESSAGe TEMPO_Projet_Dosimetre_WiFi_2_4GHz","('192.168.10.72', 2390)",-68,1.584893192461111e-10,1.5959873964412368e-10
277.696,223,115,"PAQUET,223,TAILLE,94,MSG_4_TRES_LONG_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-69,1.2589254117941662e-10,1.2543931285552564e-10
278.711,224,136,"PAQUET,224,TAILLE,114,MSG_5_MAX_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-71,7.943282347242822e-11,8.061693823559597e-11
279.7,225,36,"PAQUET,225,TAILLE,15,Bonjour famille","('192.168.10.72', 2390)",-70,1e-10,9.897625446319581e-11
280.707,226,56,"PAQUET,226,TAILLE,35,JE VIENS DE CONNECTER PAR RAPSBERRY","('192.168.10.72', 2390)",-70,1e-10,1.0066070556640625e-10
281.704,227,77,"PAQUET,227,TAILLE,56,TU RECOIS MON MESSAGe TEMPO_Projet_Dosimetre_WiFi_2_4GHz","('192.168.10.72', 2390)",-71,7.943282347242822e-11,7.917160803974733e-11
282.717,228,115,"PAQUET,228,TAILLE,94,MSG_4_TRES_LONG_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-69,1.2589254117941662e-10,1.2756222231858264e-10
283.703,229,136,"PAQUET,229,TAILLE,114,MSG_5_MAX_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-71,7.943282347242822e-11,7.833699888160573e-11
284.713,230,36,"PAQUET,230,TAILLE,15,Bonjour famille","('192.168.10.72', 2390)",-69,1.2589254117941662e-10,1.2710353124270835e-10
