numero;timestamp_s;temps_relatif_s;mac;longueur_payload_octets;type_pdu;rssi_dbm;canal;duree_estimee_us;timestamp_fin_s;company_id;donnees_brutes
462;1784203304.086594105;289.716080;dc:a6:32:65:e5:71;36;0x00;-55;38;368.000;1784203304.086962223;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
463;1784203304.113770008;289.743256;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203304.114138126;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
464;1784203305.365179062;290.994665;dc:a6:32:65:e5:71;36;0x00;-55;38;368.000;1784203305.365547180;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
465;1784203305.392591953;291.022078;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203305.392960072;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
466;1784203306.670619011;292.300105;dc:a6:32:65:e5:71;36;0x00;-55;38;368.000;1784203306.670987129;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
467;1784203306.697633028;292.327119;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203306.698001146;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
468;1784203307.934604883;293.564091;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784203307.934973001;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
469;1784203307.961406946;293.590893;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203307.961775064;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
470;1784203309.239739895;294.869226;dc:a6:32:65:e5:71;36;0x00;-48;38;368.000;1784203309.240108013;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
471;1784203309.261684895;294.891171;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203309.262053013;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
472;1784203310.514254093;296.143740;dc:a6:32:65:e5:71;36;0x00;-44;37;368.000;1784203310.514622211;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
473;1784203310.541802883;296.171289;dc:a6:32:65:e5:71;36;0x00;-47;38;368.000;1784203310.542171001;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
474;1784203310.579087019;296.208573;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203310.579455137;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
475;1784203311.796210051;297.425696;dc:a6:32:65:e5:71;36;0x00;-47;38;368.000;1784203311.796578169;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
476;1784203311.817693949;297.447180;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203311.818062067;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
477;1784203313.084369898;298.713856;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203313.084738016;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
478;1784203314.355078936;299.984565;dc:a6:32:65:e5:71;36;0x00;-48;38;368.000;1784203314.355447054;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
479;1784203314.356173992;299.985660;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203314.356542110;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
480;1784203315.626219988;301.255706;dc:a6:32:65:e5:71;36;0x00;-47;38;368.000;1784203315.626588106;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
481;1784203315.664505005;301.293991;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203315.664873123;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
482;1784203316.912106991;302.541593;dc:a6:32:65:e5:71;36;0x00;-47;38;368.000;1784203316.912475109;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
483;1784203316.933684111;302.563170;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203316.934052229;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
484;1784203318.196544886;303.826031;dc:a6:32:65:e5:71;36;0x00;-47;38;368.000;1784203318.196913004;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
485;1784203318.213044882;303.842531;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203318.213413000;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
486;1784203319.487689018;305.117175;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203319.488057137;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
487;1784203320.760391951;306.389878;dc:a6:32:65:e5:71;36;0x00;-47;38;368.000;1784203320.760760069;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
488;1784203320.797903061;306.427389;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203320.798271179;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
489;1784203322.035039902;307.664526;dc:a6:32:65:e5:71;36;0x00;-47;38;368.000;1784203322.035408020;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
490;1784203322.046880007;307.676366;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203322.047248125;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
491;1784203323.317121983;308.946608;dc:a6:32:65:e5:71;36;0x00;-47;38;368.000;1784203323.317490101;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
492;1784203323.318854094;308.948340;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203323.319222212;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
493;1784203324.601577997;310.231064;dc:a6:32:65:e5:71;36;0x00;-48;38;368.000;1784203324.601946115;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
494;1784203324.640619993;310.270106;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203324.640988111;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
495;1784203325.878139973;311.507626;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203325.878508091;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
496;1784203327.165158987;312.794645;dc:a6:32:65:e5:71;36;0x00;-47;38;368.000;1784203327.165527105;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
497;1784203327.192023039;312.821509;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203327.192391157;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
498;1784203328.423237085;314.052723;dc:a6:32:65:e5:71;36;0x00;-48;38;368.000;1784203328.423605204;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
499;1784203328.447313070;314.076799;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203328.447681189;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
500;1784203329.707710028;315.337196;dc:a6:32:65:e5:71;36;0x00;-47;38;368.000;1784203329.708078146;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
501;1784203329.740017891;315.369504;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203329.740386009;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
502;1784203331.006916046;316.636402;dc:a6:32:65:e5:71;36;0x00;-47;38;368.000;1784203331.007284164;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
503;1784203331.038913012;316.668399;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203331.039281130;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
504;1784203332.287189960;317.916676;dc:a6:32:65:e5:71;36;0x00;-47;38;368.000;1784203332.287558079;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
505;1784203332.315440893;317.944927;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203332.315809011;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
506;1784203333.565248013;319.194734;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203333.565616131;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
507;1784203334.844136953;320.473623;dc:a6:32:65:e5:71;36;0x00;-50;38;368.000;1784203334.844505072;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
508;1784203334.870762110;320.500248;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203334.871130228;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
509;1784203336.139735937;321.769222;dc:a6:32:65:e5:71;36;0x00;-48;38;368.000;1784203336.140104055;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
510;1784203336.167232037;321.796718;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203336.167600155;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
511;1784203337.413300037;323.042786;dc:a6:32:65:e5:71;36;0x00;-44;37;368.000;1784203337.413668156;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
512;1784203337.439930916;323.069417;dc:a6:32:65:e5:71;36;0x00;-49;38;368.000;1784203337.440299034;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
513;1784203337.468497992;323.097984;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203337.468866110;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
514;1784203338.689888954;324.319375;dc:a6:32:65:e5:71;36;0x00;-49;38;368.000;1784203338.690257072;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
515;1784203338.702017069;324.331503;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203338.702385187;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
516;1784203339.960294008;325.589780;dc:a6:32:65:e5:71;36;0x00;-49;38;368.000;1784203339.960662127;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
517;1784203339.982777119;325.612263;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203339.983145237;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
518;1784203341.247426033;326.876912;dc:a6:32:65:e5:71;36;0x00;-49;38;368.000;1784203341.247794151;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
519;1784203341.269028902;326.898515;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203341.269397020;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
520;1784203342.531702995;328.161189;dc:a6:32:65:e5:71;36;0x00;-49;38;368.000;1784203342.532071114;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
521;1784203342.559395075;328.188881;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203342.559763193;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
522;1784203343.815665960;329.445152;dc:a6:32:65:e5:71;36;0x00;-48;38;368.000;1784203343.816034079;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
523;1784203343.843693018;329.473179;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203343.844061136;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
524;1784203345.100749016;330.730235;dc:a6:32:65:e5:71;36;0x00;-48;38;368.000;1784203345.101117134;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
525;1784203345.131418943;330.760905;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203345.131787062;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
526;1784203346.379204035;332.008690;dc:a6:32:65:e5:71;36;0x00;-49;38;368.000;1784203346.379572153;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
527;1784203346.406035900;332.035522;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203346.406404018;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
528;1784203347.667757988;333.297244;dc:a6:32:65:e5:71;36;0x00;-49;38;368.000;1784203347.668126106;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
529;1784203347.673974037;333.303460;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203347.674342155;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
530;1784203348.944240093;334.573726;dc:a6:32:65:e5:71;36;0x00;-48;38;368.000;1784203348.944608212;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
531;1784203348.953177929;334.582664;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203348.953546047;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
532;1784203350.209105968;335.838592;dc:a6:32:65:e5:71;36;0x00;-48;38;368.000;1784203350.209474087;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
533;1784203350.232104063;335.861590;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203350.232472181;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
534;1784203351.516886950;337.146373;dc:a6:32:65:e5:71;36;0x00;-50;38;368.000;1784203351.517255068;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
535;1784203351.534585953;337.164072;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203351.534954071;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
536;1784203352.788688898;338.418175;dc:a6:32:65:e5:71;36;0x00;-49;38;368.000;1784203352.789057016;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
537;1784203352.811038971;338.440525;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203352.811407089;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
538;1784203354.059993029;339.689479;dc:a6:32:65:e5:71;36;0x00;-48;38;368.000;1784203354.060361147;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
539;1784203354.088726044;339.718212;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784203354.089094162;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8
