numero_evenement;timestamp_debut_s;timestamp_fin_s;temps_relatif_s;intervalle_evenements_ms;nombre_trames;canaux_recus;canaux_manquants;rssi_moyen_dbm;rssi_min_dbm;rssi_max_dbm;duree_moyenne_trame_us;duree_radio_totale_us;duree_evenement_ms;longueur_payload_moyenne;types_pdu;company_id;donnees_brutes;uuid_cible;major_cible;minor_cible
1;1784203014.370513916;1784203014.418657064;0.000000;;3;37,38,39;;-44.000;-44;-44;368.000;1104.000;48.143;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
2;1784203015.672955990;1784203015.673324108;1.302442;1302.442;1;39;37,38;-44.000;-44;-44;368.000;368.000;0.368;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
3;1784203016.952019930;1784203016.979507208;2.581506;1279.064;2;38,39;37;-44.000;-44;-44;368.000;736.000;27.487;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
4;1784203018.261080027;1784203018.305832148;3.890566;1309.060;3;37,38,39;;-44.000;-44;-44;368.000;1104.000;44.752;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
5;1784203019.512315989;1784203019.512684107;5.141802;1251.236;1;39;37,38;-44.000;-44;-44;368.000;368.000;0.368;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
6;1784203020.803193092;1784203020.835667133;6.432679;1290.877;2;38,39;37;-44.000;-44;-44;368.000;736.000;32.474;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
7;1784203022.095551968;1784203022.147875071;7.725038;1292.359;3;37,38,39;;-44.000;-44;-44;368.000;1104.000;52.323;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
8;1784203023.402844906;1784203023.405610085;9.032331;1307.293;2;38,39;37;-44.000;-44;-44;368.000;736.000;2.765;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
9;1784203024.647006035;1784203024.669968128;10.276492;1244.161;2;38,39;37;-44.000;-44;-44;368.000;736.000;22.962;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
10;1784203025.907474041;1784203025.928565025;11.536960;1260.468;2;38,39;37;-44.000;-44;-44;368.000;736.000;21.091;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
11;1784203027.227000952;1784203027.259408236;12.856487;1319.527;2;38,39;37;-44.000;-44;-44;368.000;736.000;32.407;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
12;1784203028.474247932;1784203028.501549006;14.103734;1247.247;3;37,38,39;;-44.000;-44;-44;368.000;1104.000;27.301;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
13;1784203029.785130978;1784203029.833727121;15.414617;1310.883;3;37,38,39;;-44.000;-44;-44;368.000;1104.000;48.596;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
14;1784203031.060549974;1784203031.092930079;16.690036;1275.419;3;37,38,39;;-44.000;-44;-44;368.000;1104.000;32.380;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
15;1784203032.335232019;1784203032.367361069;17.964718;1274.682;2;38,39;37;-44.000;-44;-44;368.000;736.000;32.129;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
16;1784203033.617497921;1784203033.617866039;19.246984;1282.266;1;39;37,38;-44.000;-44;-44;368.000;368.000;0.368;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
17;1784203034.894886971;1784203034.923788071;20.524373;1277.389;2;38,39;37;-44.000;-44;-44;368.000;736.000;28.901;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
18;1784203036.185530901;1784203036.255253077;21.815017;1290.644;3;37,38,39;;-44.000;-44;-44;368.000;1104.000;69.722;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
19;1784203037.457921028;1784203037.518031120;23.087407;1272.390;3;37,38,39;;-44.000;-44;-44;368.000;1104.000;60.110;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
20;1784203038.727813005;1784203038.728181124;24.357299;1269.892;1;39;37,38;-44.000;-44;-44;368.000;368.000;0.368;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
21;1784203040.089895964;1784203040.133934021;25.719382;1362.083;3;37,38,39;;-44.000;-44;-44;368.000;1104.000;44.038;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
22;1784203041.343730927;1784203041.402291059;26.973217;1253.835;3;37,38,39;;-44.000;-44;-44;368.000;1104.000;58.560;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
23;1784203042.611612082;1784203042.643928051;28.241098;1267.881;2;38,39;37;-44.000;-44;-44;368.000;736.000;32.316;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
24;1784203043.901403904;1784203043.956312180;29.530890;1289.792;3;37,38,39;;-44.000;-44;-44;368.000;1104.000;54.908;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
25;1784203045.147314072;1784203045.217922211;30.776800;1245.910;3;37,38,39;;-44.000;-44;-44;368.000;1104.000;70.608;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
26;1784203046.450232029;1784203046.518787146;32.079718;1302.918;3;37,38,39;;-44.000;-44;-44;368.000;1104.000;68.555;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
27;1784203047.724766016;1784203047.725134134;33.354252;1274.534;1;39;37,38;-44.000;-44;-44;368.000;368.000;0.368;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
28;1784203049.003382921;1784203049.003751040;34.632869;1278.617;1;39;37,38;-44.000;-44;-44;368.000;368.000;0.368;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
29;1784203050.279767990;1784203050.301845074;35.909254;1276.385;2;38,39;37;-44.000;-44;-44;368.000;736.000;22.077;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
30;1784203051.588737965;1784203051.589990139;37.218224;1308.970;2;38,39;37;-44.000;-44;-44;368.000;736.000;1.252;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
31;1784203052.873661995;1784203052.874030113;38.503148;1284.924;1;39;37,38;-44.000;-44;-44;368.000;368.000;0.368;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
32;1784203054.161881924;1784203054.216009140;39.791368;1288.220;3;37,38,39;;-44.000;-44;-44;368.000;1104.000;54.127;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
33;1784203055.433564901;1784203055.471411228;41.063051;1271.683;2;38,39;37;-44.000;-44;-44;368.000;736.000;37.846;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
34;1784203056.710083008;1784203056.710451126;42.339569;1276.518;1;39;37,38;-44.000;-44;-44;368.000;368.000;0.368;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
35;1784203058.001744032;1784203058.011236191;43.631230;1291.661;2;38,39;37;-44.000;-44;-44;368.000;736.000;9.492;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
36;1784203059.293081999;1784203059.341454029;44.922568;1291.338;3;37,38,39;;-44.000;-44;-44;368.000;1104.000;48.372;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
37;1784203060.529696941;1784203060.530065060;46.159183;1236.615;1;39;37,38;-44.000;-44;-44;368.000;368.000;0.368;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
38;1784203061.838932991;1784203061.839301109;47.468419;1309.236;1;39;37,38;-44.000;-44;-44;368.000;368.000;0.368;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
39;1784203063.087587118;1784203063.113860130;48.717073;1248.654;2;38,39;37;-44.000;-44;-44;368.000;736.000;26.273;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
40;1784203064.390589952;1784203064.417522192;50.020076;1303.003;2;38,39;37;-44.000;-44;-44;368.000;736.000;26.932;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
41;1784203065.682631016;1784203065.682999134;51.312117;1292.041;1;39;37,38;-44.000;-44;-44;368.000;368.000;0.368;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
42;1784203068.255477905;1784203068.284910202;53.884964;2572.847;2;38,39;37;-44.000;-44;-44;368.000;736.000;29.432;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
43;1784203069.498972893;1784203069.521496058;55.128459;1243.495;2;38,39;37;-44.000;-44;-44;368.000;736.000;22.523;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
44;1784203070.816806078;1784203070.833615065;56.446292;1317.833;2;38,39;37;-44.000;-44;-44;368.000;736.000;16.809;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
45;1784203072.076124907;1784203072.076493025;57.705611;1259.319;1;39;37,38;-44.000;-44;-44;368.000;368.000;0.368;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
46;1784203073.339193106;1784203073.339561224;58.968679;1263.068;1;39;37,38;-44.000;-44;-44;368.000;368.000;0.368;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
47;1784203074.730607986;1784203074.731822014;60.360094;1391.415;2;38,39;37;-44.000;-44;-44;368.000;736.000;1.214;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
48;1784203075.906972885;1784203075.934302092;61.536459;1176.365;2;38,39;37;-44.000;-44;-44;368.000;736.000;27.329;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
49;1784203077.253309965;1784203077.253678083;62.882796;1346.337;1;39;37,38;-44.000;-44;-44;368.000;368.000;0.368;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
50;1784203078.489991903;1784203078.490360022;64.119478;1236.682;1;39;37,38;-44.000;-44;-44;368.000;368.000;0.368;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
51;1784203079.845022917;1784203079.894132137;65.474509;1355.031;3;37,38,39;;-44.000;-44;-44;368.000;1104.000;49.109;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
52;1784203081.043776989;1784203081.045547009;66.673263;1198.754;2;38,39;37;-44.000;-44;-44;368.000;736.000;1.770;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
53;1784203082.342998981;1784203082.343367100;67.972485;1299.222;1;39;37,38;-44.000;-44;-44;368.000;368.000;0.368;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
54;1784203083.623538017;1784203083.623906136;69.253024;1280.539;1;39;37,38;-44.000;-44;-44;368.000;368.000;0.368;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
55;1784203084.918354034;1784203084.950466156;70.547840;1294.816;2;38,39;37;-44.000;-44;-44;368.000;736.000;32.112;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
56;1784203086.169631004;1784203086.183260202;71.799117;1251.277;3;37,38,39;;-44.000;-44;-44;368.000;1104.000;13.629;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
57;1784203087.453156948;1784203087.459948063;73.082643;1283.526;2;38,39;37;-44.000;-44;-44;368.000;736.000;6.791;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
58;1784203088.747545004;1784203088.747913122;74.377031;1294.388;1;39;37,38;-44.000;-44;-44;368.000;368.000;0.368;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
59;1784203090.070727110;1784203090.109191179;75.700213;1323.182;3;37,38,39;;-44.000;-44;-44;368.000;1104.000;38.464;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
60;1784203091.296700001;1784203091.354228020;76.926186;1225.973;3;37,38,39;;-44.000;-44;-44;368.000;1104.000;57.528;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
61;1784203092.562884092;1784203092.563252211;78.192370;1266.184;1;39;37,38;-44.000;-44;-44;368.000;368.000;0.368;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
62;1784203093.873748064;1784203093.946717024;79.503234;1310.864;3;37,38,39;;-44.000;-44;-44;368.000;1104.000;72.969;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
63;1784203095.147175074;1784203095.147543192;80.776661;1273.427;1;39;37,38;-44.000;-44;-44;368.000;368.000;0.368;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
64;1784203096.527709961;1784203096.537156105;82.157196;1380.535;2;38,39;37;-44.000;-44;-44;368.000;736.000;9.446;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
65;1784203097.733891964;1784203097.805483103;83.363378;1206.182;3;37,38,39;;-44.000;-44;-44;368.000;1104.000;71.591;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
66;1784203098.984731913;1784203098.985100031;84.614218;1250.840;1;39;37,38;-44.000;-44;-44;368.000;368.000;0.368;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
67;1784203100.242428064;1784203100.258617163;85.871914;1257.696;2;38,39;37;-44.000;-44;-44;368.000;736.000;16.189;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
68;1784203101.557065010;1784203101.584244013;87.186551;1314.637;2;38,39;37;-44.000;-44;-44;368.000;736.000;27.179;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
69;1784203102.826690912;1784203102.848981142;88.456177;1269.626;2;38,39;37;-44.000;-44;-44;368.000;736.000;22.290;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
70;1784203104.173568010;1784203104.173936129;89.803054;1346.877;1;39;37,38;-44.000;-44;-44;368.000;368.000;0.368;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
71;1784203105.398730040;1784203105.399098158;91.028216;1225.162;1;39;37,38;-44.000;-44;-44;368.000;368.000;0.368;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
72;1784203106.702091932;1784203106.761480093;92.331578;1303.362;3;37,38,39;;-44.000;-44;-44;368.000;1104.000;59.388;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
73;1784203107.974354029;1784203107.991478205;93.603840;1272.262;2;38,39;37;-44.000;-44;-44;368.000;736.000;17.124;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
74;1784203109.231266022;1784203109.232484102;94.860752;1256.912;2;38,39;37;-44.000;-44;-44;368.000;736.000;1.218;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
75;1784203110.574996948;1784203110.608457088;96.204483;1343.731;3;37,38,39;;-44.000;-44;-44;368.000;1104.000;33.460;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
76;1784203111.800865889;1784203111.853715181;97.430352;1225.869;3;37,38,39;;-44.000;-44;-44;368.000;1104.000;52.849;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
77;1784203113.107300997;1784203113.172508001;98.736787;1306.435;3;37,38,39;;-44.000;-44;-44;368.000;1104.000;65.207;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
78;1784203114.563358068;1784203114.637904167;100.192844;1456.057;3;37,38,39;;-44.000;-44;-44;368.000;1104.000;74.546;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
79;1784203115.745131016;1784203115.768038034;101.374617;1181.773;2;38,39;37;-44.000;-44;-44;368.000;736.000;22.907;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
80;1784203116.931864023;1784203116.953966141;102.561350;1186.733;2;38,39;37;-44.000;-44;-44;368.000;736.000;22.102;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
81;1784203118.291912079;1784203118.292280197;103.921398;1360.048;1;39;37,38;-44.000;-44;-44;368.000;368.000;0.368;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
82;1784203119.526572943;1784203119.586735010;105.156059;1234.661;3;37,38,39;;-44.000;-44;-44;368.000;1104.000;60.162;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
83;1784203120.793296099;1784203120.852623224;106.422782;1266.723;3;37,38,39;;-44.000;-44;-44;368.000;1104.000;59.327;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
84;1784203122.077259064;1784203122.099546194;107.706745;1283.963;2;38,39;37;-44.000;-44;-44;368.000;736.000;22.287;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
85;1784203123.375475883;1784203123.448265076;109.004962;1298.217;3;37,38,39;;-44.000;-44;-44;368.000;1104.000;72.789;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
86;1784203124.644479036;1784203124.698216200;110.273965;1269.003;3;37,38,39;;-44.000;-44;-44;368.000;1104.000;53.737;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
87;1784203125.939251900;1784203125.961232185;111.568738;1294.773;2;38,39;37;-44.000;-44;-44;368.000;736.000;21.980;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
88;1784203127.233376026;1784203127.255596161;112.862862;1294.124;2;38,39;37;-44.000;-44;-44;368.000;736.000;22.220;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
89;1784203128.482724905;1784203128.483093023;114.112211;1249.349;1;39;37,38;-44.000;-44;-44;368.000;368.000;0.368;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
90;1784203129.777784109;1784203129.811904192;115.407270;1295.059;2;38,39;37;-44.000;-44;-44;368.000;736.000;34.120;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
91;1784203131.218849897;1784203131.238674164;116.848336;1441.066;2;38,39;37;-44.000;-44;-44;368.000;736.000;19.824;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
92;1784203132.350449085;1784203132.388007164;117.979935;1131.599;2;38,39;37;-44.000;-44;-44;368.000;736.000;37.558;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
93;1784203133.719746113;1784203133.741928101;119.349232;1369.297;2;38,39;37;-44.000;-44;-44;368.000;736.000;22.182;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
94;1784203134.885339975;1784203134.911214113;120.514826;1165.594;2;38,39;37;-44.000;-44;-44;368.000;736.000;25.874;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
95;1784203136.172008991;1784203136.172377110;121.801495;1286.669;1;39;37,38;-44.000;-44;-44;368.000;368.000;0.368;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
96;1784203137.478024006;1784203137.478392124;123.107510;1306.015;1;39;37,38;-44.000;-44;-44;368.000;368.000;0.368;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
97;1784203138.762618065;1784203138.795432091;124.392104;1284.594;2;38,39;37;-44.000;-44;-44;368.000;736.000;32.814;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
98;1784203140.013511896;1784203140.015993118;125.642998;1250.894;2;38,39;37;-44.000;-44;-44;368.000;736.000;2.481;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
99;1784203141.327049017;1784203141.381141186;126.956535;1313.537;3;37,38,39;;-44.000;-44;-44;368.000;1104.000;54.092;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
100;1784203142.869153023;1784203142.896977186;128.498639;1542.104;2;38,39;37;-44.000;-44;-44;368.000;736.000;27.824;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
